,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,0.0876282759707032,True,0.6096559238524573,True,0.022084509949711943,mutate_both,100,TSEvo'>
1,False,0.026444528569883233,True,0.165668366205436,True,0.04571809991375582,mutate_both,100,TSEvo'>
2,False,0.17990108353203785,True,0.3583449032507027,True,-0.1915768684286559,mutate_both,100,TSEvo'>
3,False,0.022855513726885386,True,-0.2551599778495682,True,0.030224828698611164,mutate_both,100,TSEvo'>
4,False,-0.01474905033364787,True,0.43084220232742054,True,0.1441268131509947,mutate_both,100,TSEvo'>
5,False,0.026351115898364197,True,0.20943381553399917,True,0.06808800893855096,mutate_both,100,TSEvo'>
6,False,0.004814475237528731,True,0.4595174095932258,True,-0.16209090088347708,mutate_both,100,TSEvo'>
7,False,-0.04684297357834121,True,0.3841466844139436,True,-0.10698966402725855,mutate_both,100,TSEvo'>
8,False,-0.14577496107796192,True,-0.23269726846342675,True,0.07953233901419623,mutate_both,100,TSEvo'>
9,False,-0.13978727697146426,True,0.7977551218255056,True,0.27456327454966034,mutate_both,100,TSEvo'>
10,False,0.1376145168585671,True,0.4640765604165605,True,-0.042525769560127144,mutate_both,100,TSEvo'>
11,False,-0.03838883512191058,True,0.6833172982654137,True,0.13241420159907424,mutate_both,100,TSEvo'>
12,False,-0.042486342755794985,True,0.09397283364340088,True,0.23178082920803073,mutate_both,100,TSEvo'>
13,False,-0.17812759855845314,True,0.10500916137952798,True,-0.08190536756357415,mutate_both,100,TSEvo'>
14,False,-0.006551465809650001,True,0.34352439858704015,True,-0.029391984307327083,mutate_both,100,TSEvo'>
15,False,-0.12059106586099361,True,0.20383619477477222,True,-0.10797201834483225,mutate_both,100,TSEvo'>
16,False,-0.05404372546404272,True,-0.2785705321675809,True,-0.19105467106530785,mutate_both,100,TSEvo'>
17,False,0.20600876873417023,True,0.6800357974179733,True,0.4459661873674329,mutate_both,100,TSEvo'>
18,False,0.1427268755528548,True,0.7053045682674042,True,0.20622580374978688,mutate_both,100,TSEvo'>
19,False,0.029573579029104326,True,0.4991701086343752,True,0.43957695603488406,mutate_both,100,TSEvo'>
