,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,False,0.24301068096270062,True,0.03330802707000626,True,0.19249110141743628,SG,True,Saliency_PTY'>
1,False,-0.05122544907602782,True,0.01126710611269558,True,-0.04975093731755962,SG,True,Saliency_PTY'>
2,False,0.04193280211178875,True,-0.008837769175045465,True,-0.0024474307588455914,SG,True,Saliency_PTY'>
3,False,-0.21692262647418187,True,0.43151284725897304,True,0.19384954229790904,SG,True,Saliency_PTY'>
4,False,-0.09257974119796769,True,0.3138934278401558,True,0.07676152090101489,SG,True,Saliency_PTY'>
5,False,0.05017397361240744,True,-0.13365386480501903,True,-0.06289022699179811,SG,True,Saliency_PTY'>
6,False,-0.050687843085417364,True,0.1365296114082855,True,-0.044678649532550054,SG,True,Saliency_PTY'>
7,False,0.04689817500807298,True,-0.16369581124185073,True,-0.07106598957964189,SG,True,Saliency_PTY'>
8,False,-0.03618609810343884,True,-0.1977261696536067,True,-0.04245809585440911,SG,True,Saliency_PTY'>
9,False,0.2257024422905554,True,0.01362816634356939,True,-0.04707571524622423,SG,True,Saliency_PTY'>
10,False,-0.026416479293658604,True,0.31094250536676027,True,-0.16007485301844476,SG,True,Saliency_PTY'>
11,False,0.09213871842491336,True,-0.04740982570488705,True,-0.16654128777971255,SG,True,Saliency_PTY'>
12,False,0.13477374617343,True,0.003958752634497231,True,-0.16247844735306383,SG,True,Saliency_PTY'>
13,False,0.00019774006449626089,True,0.10118623097399959,True,0.024492604158611143,SG,True,Saliency_PTY'>
14,False,-0.0012442626310977195,True,-0.16727279909703754,True,0.0027239767035635767,SG,True,Saliency_PTY'>
15,False,-0.04860618202949642,True,0.1708188683199991,True,0.008641750993157843,SG,True,Saliency_PTY'>
16,False,0.07601559398915532,True,-0.025819558406600246,True,0.1032178685930178,SG,True,Saliency_PTY'>
17,False,0.0697267449879604,True,0.1839074645683838,True,0.312781962551703,SG,True,Saliency_PTY'>
18,False,0.15712458510254773,True,0.05904412589770528,True,-0.11073925121792622,SG,True,Saliency_PTY'>
19,False,-0.158055155782989,True,-0.09061557121021173,True,0.062199385374177234,SG,True,Saliency_PTY'>
