,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,-0.2325349458811764,True,-0.09930256850029866,True,-0.16213861415627914,mutate_both,100,TSEvo'>
1,False,0.09240858982105456,True,-0.030131216302797983,True,-0.07549884857643512,mutate_both,100,TSEvo'>
2,False,-0.008810130250087415,True,-0.16085760205147964,True,-0.08412214282875358,mutate_both,100,TSEvo'>
3,False,-0.05130221270293184,True,-0.03183525967146238,True,0.13455454271251882,mutate_both,100,TSEvo'>
4,False,0.10513547757302055,True,0.2189304364957645,True,0.13482590353501156,mutate_both,100,TSEvo'>
5,False,-0.10905886840379299,True,0.0071977481413169845,True,0.14081140861936028,mutate_both,100,TSEvo'>
6,False,0.10553900188044077,True,-0.27744805433495817,True,-0.060403308890539076,mutate_both,100,TSEvo'>
7,False,-0.03351185436140102,True,0.054241383180567926,True,0.05136661080001424,mutate_both,100,TSEvo'>
8,False,0.03126195785614705,True,-0.1144590093817216,True,-0.07047434606237346,mutate_both,100,TSEvo'>
9,False,0.1861452638787347,True,-0.1413204739615248,True,-0.10638139791181578,mutate_both,100,TSEvo'>
10,False,0.1035223300064239,True,0.0987165944939066,True,-0.10050641041617618,mutate_both,100,TSEvo'>
11,False,-0.008112488781906322,True,0.2317168750421032,True,0.10631231553072373,mutate_both,100,TSEvo'>
12,False,-0.18780156822005598,True,-0.10603157188884554,True,0.09367618479348383,mutate_both,100,TSEvo'>
13,False,-0.05127004491197662,True,-0.2437897391455668,True,-0.029370506827555196,mutate_both,100,TSEvo'>
14,False,0.007069762998875583,True,-0.12465586047440266,True,-0.16494014409483815,mutate_both,100,TSEvo'>
15,False,0.005901656599648103,True,0.007571705866545738,True,-0.07899293073712019,mutate_both,100,TSEvo'>
16,False,-0.1615438275607909,True,-0.1553167187696388,True,0.030541102397491155,mutate_both,100,TSEvo'>
17,False,0.1824346980480194,True,-0.035916429042456385,True,0.16020743261084466,mutate_both,100,TSEvo'>
18,False,0.14851954377396162,True,-0.042954045159064376,True,0.10510560567564103,mutate_both,100,TSEvo'>
19,False,0.12590913920167146,True,0.09477008239715702,True,-0.008570471635807788,mutate_both,100,TSEvo'>
