,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,0.09662178899051527,True,-0.04305619016163437,True,0.02962083250622035,authentic_opposing_information,100,TSEvo'>
1,False,-0.042926136686875324,True,0.2407933290765797,True,0.025329725656270344,authentic_opposing_information,100,TSEvo'>
2,False,-0.0014152455980467847,True,0.007884927938471223,True,-0.09108813066785018,authentic_opposing_information,100,TSEvo'>
3,False,0.12946101984071812,True,0.34906997197137984,True,0.4090727717877838,authentic_opposing_information,100,TSEvo'>
4,True,-0.0637722830398343,True,-0.36280733182151265,True,0.008854027293664198,authentic_opposing_information,100,TSEvo'>
5,False,-0.09200111495412465,True,-0.40649501589565107,True,-0.036044919981641985,authentic_opposing_information,100,TSEvo'>
6,False,-0.05791014313882292,True,-0.10186538767361251,True,-0.25077299328183583,authentic_opposing_information,100,TSEvo'>
7,True,0.1057296338900436,True,-0.009882254335606229,True,0.28518076768120126,authentic_opposing_information,100,TSEvo'>
8,False,-0.20176909062331547,True,-0.19510171379025257,True,-0.07667614179320387,authentic_opposing_information,100,TSEvo'>
9,False,0.1678784713982003,True,0.22122412025937427,True,0.27925957911830196,authentic_opposing_information,100,TSEvo'>
10,False,-0.07209680198483938,True,-0.2634991490148729,True,-0.061788357786091236,authentic_opposing_information,100,TSEvo'>
11,False,-0.11856589055452896,True,-0.24359762367070395,True,-0.17836329021717784,authentic_opposing_information,100,TSEvo'>
12,True,0.10100418185131725,True,0.07269738254527826,True,0.03654964519573179,authentic_opposing_information,100,TSEvo'>
13,True,0.021566475943909542,True,-0.4271801487131741,True,-0.23619706149951575,authentic_opposing_information,100,TSEvo'>
14,False,-0.1051484273470956,True,-0.24119971693029763,True,-0.25073189313054767,authentic_opposing_information,100,TSEvo'>
15,True,-0.03491267291533805,True,-0.21285157591918116,True,-0.3262258278019479,authentic_opposing_information,100,TSEvo'>
16,False,-0.011126194414508676,True,-0.11070965734647076,True,0.0014133939653089153,authentic_opposing_information,100,TSEvo'>
17,False,0.0030886631206510137,True,-0.02689723364523596,True,0.09803914838246776,authentic_opposing_information,100,TSEvo'>
18,False,0.26351422308475175,True,-0.16637418094668452,True,-0.2094738857349408,authentic_opposing_information,100,TSEvo'>
19,False,0.12851629332221715,True,0.5187509110178333,True,0.23753575534642654,authentic_opposing_information,100,TSEvo'>
