,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,False,0.007805140048911513,True,0.33208472411724144,True,0.3691025089989167,GS,False,Saliency_PTY'>
1,False,0.15284923023742775,True,0.6071097653275597,True,0.3639046389353092,GS,False,Saliency_PTY'>
2,False,0.07208189606285706,True,0.23823243241513864,True,-0.1572172918407174,GS,False,Saliency_PTY'>
3,False,-0.014785745290178103,True,0.37631227926789784,True,-0.13245227841450183,GS,False,Saliency_PTY'>
4,False,0.131614984589094,True,0.5920862475350455,True,0.09957209492091751,GS,False,Saliency_PTY'>
5,False,-0.000780920024798213,True,0.6479379741664106,True,0.044413707417888665,GS,False,Saliency_PTY'>
6,False,0.13756989501102596,True,0.2892721388443919,True,0.004747430020424775,GS,False,Saliency_PTY'>
7,False,-0.01745720707025864,True,0.5658310821360019,True,0.01690470010762388,GS,False,Saliency_PTY'>
8,False,-0.16809770206472624,True,0.06845384101766853,True,0.14212128689793202,GS,False,Saliency_PTY'>
9,False,0.14771431057362802,True,0.6152294935999976,True,0.16016989971561477,GS,False,Saliency_PTY'>
10,False,0.015863086027088476,True,0.5680114648196274,True,0.3012263083644173,GS,False,Saliency_PTY'>
11,False,-0.06814622521212195,True,0.5148393331386864,True,0.4998415004591817,GS,False,Saliency_PTY'>
12,False,0.04306007791357274,True,0.2602083989988949,True,0.3540492538808674,GS,False,Saliency_PTY'>
13,False,-0.14313576988470694,True,0.078866783782664,True,0.1030438528972189,GS,False,Saliency_PTY'>
14,False,0.10039768808949173,True,0.5774105539692812,True,-0.07400854197774831,GS,False,Saliency_PTY'>
15,False,-0.08341728933151445,True,0.34127875901972204,True,0.13462017422772854,GS,False,Saliency_PTY'>
16,False,0.15395332467872613,True,0.5557247716294925,True,0.36814509833698733,GS,False,Saliency_PTY'>
17,False,0.058499408274608575,True,0.34214433183032295,True,0.14847130252906593,GS,False,Saliency_PTY'>
18,False,-0.07531100984211213,True,0.589719197532394,True,0.2305759765034785,GS,False,Saliency_PTY'>
19,False,0.01383921642443192,True,0.22056119537966906,True,0.1905479195401219,GS,False,Saliency_PTY'>
