,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,-0.2133387042994101,True,0.04872831883744284,True,-0.001663917348005181,authentic_opposing_information,100,TSEvo'>
1,False,-0.3076494221993328,True,-0.08972914120025144,True,-0.05748685745208964,authentic_opposing_information,100,TSEvo'>
2,False,0.08079209973649543,True,0.1333596663268778,True,0.07454736803017097,authentic_opposing_information,100,TSEvo'>
3,False,,True,,True,,authentic_opposing_information,100,TSEvo'>
4,True,0.04064692507608095,True,-0.11762058793580968,True,0.09691680616883275,authentic_opposing_information,100,TSEvo'>
5,False,,True,,True,,authentic_opposing_information,100,TSEvo'>
6,False,,True,,True,,authentic_opposing_information,100,TSEvo'>
7,False,,True,0.08502753671090456,True,,authentic_opposing_information,100,TSEvo'>
8,False,0.20687664401871497,True,-0.014419400472624272,True,0.10127357404339186,authentic_opposing_information,100,TSEvo'>
9,False,0.09726801741130832,True,,True,,authentic_opposing_information,100,TSEvo'>
10,False,,True,,True,,authentic_opposing_information,100,TSEvo'>
11,False,,True,,True,,authentic_opposing_information,100,TSEvo'>
12,False,0.041460629605649627,True,-0.07244079477544171,True,0.16025468169294874,authentic_opposing_information,100,TSEvo'>
13,False,-0.12468717095404072,True,0.18132280989970878,True,-0.04196840135786932,authentic_opposing_information,100,TSEvo'>
14,False,-0.008110756860547842,True,,True,,authentic_opposing_information,100,TSEvo'>
15,False,,True,-0.02921640902746489,True,,authentic_opposing_information,100,TSEvo'>
16,True,0.331491207147166,True,0.195616862297578,True,0.0330300988881307,authentic_opposing_information,100,TSEvo'>
17,False,0.017052632359749655,True,,True,,authentic_opposing_information,100,TSEvo'>
18,False,,True,,True,,authentic_opposing_information,100,TSEvo'>
19,True,-0.2121454826753837,True,0.020579549591866527,True,0.005510794581002315,authentic_opposing_information,100,TSEvo'>
