,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,-0.0676649194523901,True,0.12221203046759346,True,-0.07865060363929238,1000,random,uniform,SHAP,10,1,LEFTIST'>
1,False,0.10291330374156246,True,0.34742942985162617,True,-0.06201751147945548,1000,random,uniform,SHAP,10,1,LEFTIST'>
2,False,0.3475133381636805,True,-0.006018051307733975,True,0.07454059177119977,1000,random,uniform,SHAP,10,1,LEFTIST'>
3,False,0.053707976996835605,True,0.011734751364558723,True,-0.35142316995863726,1000,random,uniform,SHAP,10,1,LEFTIST'>
4,False,0.04387625785871524,True,0.20194137805149787,True,-0.15978576395367083,1000,random,uniform,SHAP,10,1,LEFTIST'>
5,False,-0.027528546395026297,True,0.27571576921118146,True,0.09208378136452769,1000,random,uniform,SHAP,10,1,LEFTIST'>
6,False,0.0681594385028389,True,0.25143887233968265,True,-0.05010701044638164,1000,random,uniform,SHAP,10,1,LEFTIST'>
7,False,-0.046762578067089056,True,-0.17433009729493,True,-0.24291018125881764,1000,random,uniform,SHAP,10,1,LEFTIST'>
8,False,-0.22297401704013392,True,0.020129142926952632,True,0.12243956314388826,1000,random,uniform,SHAP,10,1,LEFTIST'>
9,False,0.044198554089974605,True,0.13912908644180713,True,-0.16960536992145028,1000,random,uniform,SHAP,10,1,LEFTIST'>
10,False,-0.10688655507726562,True,0.1579451111771832,True,-0.004457067262616533,1000,random,uniform,SHAP,10,1,LEFTIST'>
11,False,-0.02761809386541343,True,-0.10884721665549477,True,0.23593882862886828,1000,random,uniform,SHAP,10,1,LEFTIST'>
12,False,0.07175333589928436,True,0.025850212290842077,True,-0.03186079814749486,1000,random,uniform,SHAP,10,1,LEFTIST'>
13,False,0.0907368476712279,True,-0.10700228655463793,True,-0.07767206367520817,1000,random,uniform,SHAP,10,1,LEFTIST'>
14,False,0.12718532863194842,True,0.07567103778246809,True,-0.06880024713082013,1000,random,uniform,SHAP,10,1,LEFTIST'>
15,False,-0.113682221198982,True,0.1466498556152686,True,-0.05718132662897633,1000,random,uniform,SHAP,10,1,LEFTIST'>
16,False,0.13387829848409302,True,-0.019728723617846167,True,-0.045430930541704335,1000,random,uniform,SHAP,10,1,LEFTIST'>
17,False,0.15273660550063747,True,0.16357865101434818,True,-0.08794871028797917,1000,random,uniform,SHAP,10,1,LEFTIST'>
18,False,-0.0789392147915457,True,0.06590153899782761,True,0.09403748266132175,1000,random,uniform,SHAP,10,1,LEFTIST'>
19,False,-0.10175293329111232,True,0.10335069012079527,True,0.2961064774489597,1000,random,uniform,SHAP,10,1,LEFTIST'>
