,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,False,-0.0864583973463357,True,-0.08817455932435271,True,0.03135112382618217,GRAD,True,Saliency_PTY'>
1,False,-0.023819725442182613,True,0.23982692384805027,True,-0.1220921743420089,GRAD,True,Saliency_PTY'>
2,False,0.1515146848734725,True,0.3239154493139612,True,0.14660456420954074,GRAD,True,Saliency_PTY'>
3,False,0.11897832975364714,True,-0.10039942383795676,True,0.2609451587008823,GRAD,True,Saliency_PTY'>
4,False,-0.07882053871556903,True,-0.0399396081732495,True,-0.021599512148411725,GRAD,True,Saliency_PTY'>
5,False,0.036948474495740166,True,-0.14371927384758776,True,0.2827469151885823,GRAD,True,Saliency_PTY'>
6,False,-0.10034269845636001,True,-0.12049346950997247,True,-0.29866422665322045,GRAD,True,Saliency_PTY'>
7,False,-0.1514357963063021,True,-0.16676530139080473,True,0.08491772100032714,GRAD,True,Saliency_PTY'>
8,False,-0.08321915802684503,True,0.041590715994177095,True,-0.20918875174037238,GRAD,True,Saliency_PTY'>
9,False,0.051217301176344994,True,0.026277376660278667,True,0.044143397689134486,GRAD,True,Saliency_PTY'>
10,False,-0.08866667824595775,True,0.07569726811639363,True,0.0008522829700802273,GRAD,True,Saliency_PTY'>
11,False,0.09554720409828685,True,0.052457819177616063,True,0.1377868805760151,GRAD,True,Saliency_PTY'>
12,False,0.016119441206860225,True,0.0946605307115251,True,-0.15689162644110546,GRAD,True,Saliency_PTY'>
13,False,-0.18803891334694328,True,0.03321457099271897,True,-0.24852430917069138,GRAD,True,Saliency_PTY'>
14,False,0.008956311759024484,True,0.1363651263385319,True,0.045565833140676054,GRAD,True,Saliency_PTY'>
15,False,0.2009029750476299,True,0.034668265771874984,True,0.16326421355853463,GRAD,True,Saliency_PTY'>
16,False,-0.04421771555350183,True,-0.05006716168849891,True,-0.2539606231279736,GRAD,True,Saliency_PTY'>
17,False,0.0016702772151478574,True,0.1480156830361243,True,0.14937834481045456,GRAD,True,Saliency_PTY'>
18,False,0.06387388312121317,True,-0.001687107519788475,True,0.11798974488344556,GRAD,True,Saliency_PTY'>
19,False,-0.20439041859678897,True,0.1255620266240381,True,0.02137851823031222,GRAD,True,Saliency_PTY'>
