,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.058884333675720164,True,0.11792252657365528,True,0.013343650828956074,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,-0.019349159767060406,True,-0.2473899108840971,True,0.046864906576402965,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,-0.07490981507873107,True,-0.037521346287457395,True,0.08492309365199814,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,-0.1782807287669753,True,-0.06955697939892978,True,0.05863195852885915,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,-0.19450614261823282,True,0.032588865157993537,True,-0.12144919473902374,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,-0.09543181916159818,True,-0.11603007781889504,True,0.021129623828154614,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,0.11714309074044911,True,-0.02319933102288299,True,0.11771992486112615,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,-0.14310275343948375,True,0.17725266098682643,True,0.05668831446655806,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,0.11016180147239303,True,-0.11248411370998705,True,-0.08699939619181032,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,0.16455528576577327,True,0.16350922971000106,True,-0.08303674326329753,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,-0.09587033426574942,True,-0.1317883186085033,True,-0.15827812218068982,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,0.03034308829509518,True,0.01263828374811924,True,0.09018424633912535,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,-0.07523396930980836,True,-0.054204782458706136,True,0.2792393206491525,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,0.037721448703438014,True,-0.23311014514855674,True,-0.2550784931841355,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,-0.13083178999797912,True,-0.15106850380162354,True,0.0287334121520794,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,0.04414244435811805,True,-0.1285907880894052,True,0.05068168800279717,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,0.044723451788237306,True,-0.07538737100376651,True,-0.10680012120211131,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,0.025545762826761895,True,0.14650508767880158,True,-0.03804982488221388,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,-0.057481446519599695,True,0.10185263463859386,True,-0.09795161988048504,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,0.10562833528489858,True,-0.22980247678946011,True,-0.0034377383817505366,1000,random,uniform,Lime,10,1,LEFTIST'>
