,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.34966387242005115,True,0.5351126161211478,True,0.37528221275149276,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,-0.24339035975206616,True,-0.1404025210526134,True,-0.1654887870111093,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,-0.02861815764272112,True,-0.031896571759494584,True,-0.10378092205242459,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,-0.14225266506823775,True,0.23933501817565941,True,-0.08737481922583089,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,0.3483939768033989,True,0.3602353059330296,True,-0.03204002224501757,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,0.33697478628528105,True,0.3622161539893625,True,0.5738891236368541,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,0.06987356795791297,True,0.1646396646041325,True,-0.1584646448774138,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,0.4170167347699976,True,0.37736094379165813,True,0.35456202499553585,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,0.022337085192169898,True,0.038136413555516904,True,-0.03317464372361525,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,0.025938178694178343,True,0.09843983228830228,True,0.09882147231058805,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,0.06393490941556204,True,-0.152086004330142,True,-0.049098550168778246,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,0.0407252571110397,True,-0.11400673226868752,True,0.11991235231293146,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,0.11220843595154936,True,-0.10474719313630473,True,-0.021165609187023815,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,0.034191940366797784,True,0.005227176644933386,True,0.15030299065653055,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,-0.1805970317479099,True,-0.024689325109845863,True,0.14110708160637891,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,0.011836880458903454,True,-0.013991585729005721,True,-0.02898718197317716,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,0.26663836040468364,True,0.5338799173366173,True,-0.02551110272385326,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,-0.1265566686980949,True,-0.048822458830573144,True,-0.04448420900613682,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,0.14314250871464024,True,0.31647757898733025,True,0.33970119571732377,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,0.06554841858431391,True,0.01287510854299198,True,-0.06797092982441534,1000,random,uniform,Lime,10,1,LEFTIST'>
