,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,-0.006733807000560361,True,0.3215153899854326,True,0.12225976069958755,authentic_opposing_information,100,TSEvo'>
1,False,0.10794950912736864,True,-0.10291144361507379,True,-0.23390722406074105,authentic_opposing_information,100,TSEvo'>
2,False,-0.10402360226398769,True,-0.3320858952788861,True,-0.25332865467216903,authentic_opposing_information,100,TSEvo'>
3,False,-0.20016094878104126,True,-0.5155618637714178,True,-0.1436626556344618,authentic_opposing_information,100,TSEvo'>
4,False,-0.0312208976211762,True,-0.4223009025689081,True,-0.14316883959580629,authentic_opposing_information,100,TSEvo'>
5,False,-0.08694784669647904,True,-0.6191157499605365,True,-0.20878586545854028,authentic_opposing_information,100,TSEvo'>
6,False,-0.19514085750831003,True,-0.0548549666652705,True,-0.25154052385664444,authentic_opposing_information,100,TSEvo'>
7,False,0.029962216077172057,True,-0.35590907827550533,True,0.10458414600197098,authentic_opposing_information,100,TSEvo'>
8,False,0.12390929400496141,True,0.12347366247946281,True,0.12733745118763745,authentic_opposing_information,100,TSEvo'>
9,False,-0.13440221505378688,True,-0.006499185561185818,True,0.15280616766926178,authentic_opposing_information,100,TSEvo'>
10,False,-0.0035679685597664376,True,-0.039391105692431136,True,0.11099059634013204,authentic_opposing_information,100,TSEvo'>
11,False,0.2553349695280868,True,0.23176607073730254,True,-0.08908934573960996,authentic_opposing_information,100,TSEvo'>
12,False,-0.23011862058840127,True,-0.6005459529351919,True,-0.2895903809924705,authentic_opposing_information,100,TSEvo'>
13,False,-0.014590292531516207,True,-0.30010130476211877,True,0.07243083817281493,authentic_opposing_information,100,TSEvo'>
14,False,-0.19631515387125006,True,-0.3417820605613426,True,-0.28028749047196655,authentic_opposing_information,100,TSEvo'>
15,False,0.07003068353145521,True,-0.0375854615189803,True,-0.16979575599666308,authentic_opposing_information,100,TSEvo'>
16,False,-0.33800772176158633,True,-0.4159933459734233,True,-0.03828068679022259,authentic_opposing_information,100,TSEvo'>
17,False,-0.0525747461328373,True,-0.6657654648523752,True,-0.2539082062868312,authentic_opposing_information,100,TSEvo'>
18,False,-0.0758586449465827,True,-0.2643074806524382,True,0.3416997171869241,authentic_opposing_information,100,TSEvo'>
19,False,-0.23309727232646196,True,-0.5736431346263937,True,-0.13939949266078877,authentic_opposing_information,100,TSEvo'>
