,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,False,-0.09648363359353224,True,0.18286944107551198,True,-0.15194677662756118,SG,True,Saliency_PTY'>
1,False,-0.14402376847668705,True,0.04061513595946953,True,-0.17855736154298646,SG,True,Saliency_PTY'>
2,False,0.00994240979963232,True,0.036363445398165155,True,0.11284484706713453,SG,True,Saliency_PTY'>
3,False,0.03844767577186954,True,-0.14175130442351666,True,0.1136160584837588,SG,True,Saliency_PTY'>
4,False,0.059139151379354035,True,-0.0721446673245392,True,-0.13203652259949758,SG,True,Saliency_PTY'>
5,False,0.10231742376343406,True,0.15917801340109605,True,0.1608347897479088,SG,True,Saliency_PTY'>
6,False,0.0908904161622691,True,0.19744797621467766,True,-0.15072722987648055,SG,True,Saliency_PTY'>
7,False,-0.08046880726893027,True,-0.26926856302460633,True,-0.0028295042506825113,SG,True,Saliency_PTY'>
8,False,0.10950851056013923,True,0.2556144559971528,True,-0.26097181832070737,SG,True,Saliency_PTY'>
9,False,-0.08047335318815443,True,-0.092587172638215,True,-0.2976535429150446,SG,True,Saliency_PTY'>
10,False,0.15138009778997555,True,-0.016913103081350543,True,-0.16624008635466797,SG,True,Saliency_PTY'>
11,False,0.1803705323312163,True,0.23228326727563273,True,0.37240039889526505,SG,True,Saliency_PTY'>
12,False,0.16512185221465495,True,-0.051223679745718495,True,-0.12246165860492751,SG,True,Saliency_PTY'>
13,False,-0.33800324865017367,True,-0.29907292724972956,True,-0.1336720866802977,SG,True,Saliency_PTY'>
14,False,-0.12886930574046582,True,-0.21727130697190838,True,-0.0751668887970936,SG,True,Saliency_PTY'>
15,False,0.1604032131919121,True,0.19644286882789663,True,0.3184832872972173,SG,True,Saliency_PTY'>
16,False,0.0954699843905924,True,0.270963751513705,True,-0.15520793580027364,SG,True,Saliency_PTY'>
17,False,-0.07268187747399149,True,-0.0191452879380319,True,-0.0693267377904849,SG,True,Saliency_PTY'>
18,False,0.07401376272942885,True,0.491493148883771,True,0.19407547912420925,SG,True,Saliency_PTY'>
19,False,-0.06072045151175609,True,0.025649892754448112,True,-0.15060227944228372,SG,True,Saliency_PTY'>
