,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,False,-0.1253833238551317,True,0.08759337465672459,True,0.0832585899802468,FO,True,Saliency_PTY'>
1,False,0.06601535824939991,True,0.18828817553847074,True,0.03451457069466112,FO,True,Saliency_PTY'>
2,False,0.12077100102732567,True,-0.049219196761888365,True,-0.1558803966651824,FO,True,Saliency_PTY'>
3,False,0.04179931462827868,True,0.2878493896445156,True,-0.254750430643468,FO,True,Saliency_PTY'>
4,False,-0.09350355575965012,True,0.1175247286954589,True,0.08461536859650304,FO,True,Saliency_PTY'>
5,False,0.09267785554901493,True,0.08427040502753019,True,0.053563064715255175,FO,True,Saliency_PTY'>
6,False,-0.125227581297199,True,0.14729675069718212,True,-0.1099687405824591,FO,True,Saliency_PTY'>
7,False,0.1702077967569109,True,-0.1981992328677938,True,-0.23906390763749252,FO,True,Saliency_PTY'>
8,False,0.2125330782627859,True,0.027365006524437956,True,-0.13484704915985063,FO,True,Saliency_PTY'>
9,False,0.16514891951806632,True,0.18127401132147922,True,0.04145826294899369,FO,True,Saliency_PTY'>
10,False,-0.023729963695781075,True,-0.038179982822096135,True,0.05502707489969654,FO,True,Saliency_PTY'>
11,False,0.17828126936907918,True,-0.024467739855556916,True,0.13792166857359853,FO,True,Saliency_PTY'>
12,False,0.0787430450699343,True,0.2425197344815998,True,0.126966623803914,FO,True,Saliency_PTY'>
13,False,0.12112464994974538,True,-0.023456638727545262,True,0.08837018085275143,FO,True,Saliency_PTY'>
14,False,0.13705494342251792,True,0.1950264630187895,True,-0.015791981505384623,FO,True,Saliency_PTY'>
15,False,0.07016725832213297,True,0.2214379755691662,True,-0.21763754287416232,FO,True,Saliency_PTY'>
16,False,0.006988041854978396,True,-0.14145955458066542,True,-0.18852380622135728,FO,True,Saliency_PTY'>
17,False,0.055064405175219724,True,0.1965586451470917,True,0.025937841273708538,FO,True,Saliency_PTY'>
18,False,0.05558570962155211,True,0.11666119151380241,True,-0.14721414001452565,FO,True,Saliency_PTY'>
19,False,-0.09521851521775017,True,0.047622086443547595,True,-0.3526173652553872,FO,True,Saliency_PTY'>
