,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.02901619176555823,True,-0.04313043614972766,True,0.22466758458286534,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,-0.09197207480599355,True,-0.10289527754658602,True,-0.22512228240702895,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,-0.014222185920139834,True,0.2700183327236093,True,-0.021873646403390217,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,-0.14146548916057775,True,-0.1841898045089739,True,0.0764814926157463,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,0.20561559948562966,True,0.07284042918233184,True,0.1750939847177164,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,-0.13681663710964267,True,-0.04199418748821469,True,0.12752583533474346,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,-0.17978657370169884,True,-0.0843294242475677,True,-0.1561282034962938,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,0.03330759958978447,True,0.0035541095135051253,True,0.25320887350360216,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,0.050705753481556724,True,0.8140017964331243,True,-0.14249805125674656,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,-0.006237896622056127,True,-0.018506154219769186,True,0.21441082310371187,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,0.09769693956435069,True,0.20410637497056353,True,-0.05466042825409863,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,-0.016586385987492448,True,0.014770962227352134,True,0.2458172153343823,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,-0.033456546856146054,True,0.054058357202365445,True,0.12089907248034475,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,-0.14229237789565347,True,0.6827967592493257,True,0.16997646437723368,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,-0.16844387845366593,True,-0.1569070674908296,True,-0.1536183509314698,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,0.06690758733327795,True,-0.2131973603782591,True,0.11569658900631279,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,-0.11107128930357305,True,-0.014191543384424885,True,0.1929879741146295,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,-0.2253915425042869,True,0.7353224775399778,True,-0.027048643499185773,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,-0.19875732576824875,True,-0.338865611962258,True,0.11184796088948652,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,-0.15498894974740526,True,0.29620754738170335,True,0.0671796009630562,1000,random,uniform,Lime,10,1,LEFTIST'>
