,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.47063664337530425,True,0.2969748743408943,True,0.16197549717501258,1000,random,uniform,SHAP,10,1,LEFTIST'>
1,False,-0.1071177875612983,True,-0.21940217017949495,True,-0.7937038352641791,1000,random,uniform,SHAP,10,1,LEFTIST'>
2,False,0.29330425196777943,True,0.5711991990396673,True,0.3264323249487123,1000,random,uniform,SHAP,10,1,LEFTIST'>
3,False,0.4242448400072541,True,0.24515594019859874,True,0.3609204266909672,1000,random,uniform,SHAP,10,1,LEFTIST'>
4,False,0.3190269088724213,True,0.29551635005025545,True,0.32049268398817177,1000,random,uniform,SHAP,10,1,LEFTIST'>
5,False,-0.052460180273492106,True,-0.1911261655651512,True,-0.434783314106468,1000,random,uniform,SHAP,10,1,LEFTIST'>
6,False,0.3638939757749501,True,0.3931635230780918,True,0.5846340522498181,1000,random,uniform,SHAP,10,1,LEFTIST'>
7,False,0.18243863350948736,True,0.6131632670758053,True,0.39384745587087094,1000,random,uniform,SHAP,10,1,LEFTIST'>
8,False,-0.20600896689293696,True,-0.34173200406746823,True,-0.1669487531214116,1000,random,uniform,SHAP,10,1,LEFTIST'>
9,False,0.2576406116210005,True,0.3940867466521076,True,0.0662013208526408,1000,random,uniform,SHAP,10,1,LEFTIST'>
10,False,0.197802853100539,True,0.5429929389437136,True,0.7779604968500228,1000,random,uniform,SHAP,10,1,LEFTIST'>
11,False,-0.005408065409276958,True,-0.18415654535099032,True,-0.5100197082138381,1000,random,uniform,SHAP,10,1,LEFTIST'>
12,False,-0.028336064219829954,True,0.37537665978490614,True,0.22616099394046535,1000,random,uniform,SHAP,10,1,LEFTIST'>
13,False,0.2535741125316167,True,0.644993692156501,True,0.2916099661008312,1000,random,uniform,SHAP,10,1,LEFTIST'>
14,False,0.3771469599664678,True,0.39179122308225056,True,0.551954515163028,1000,random,uniform,SHAP,10,1,LEFTIST'>
15,False,0.0828864685708795,True,0.4494163603226396,True,-0.1847022861243958,1000,random,uniform,SHAP,10,1,LEFTIST'>
16,False,0.20637228444873768,True,0.20810985881202104,True,0.49744569273242034,1000,random,uniform,SHAP,10,1,LEFTIST'>
17,False,0.21982107806520934,True,0.5040835789824821,True,0.5402974027311632,1000,random,uniform,SHAP,10,1,LEFTIST'>
18,False,-0.07185142066228206,True,0.6817730266220382,True,-0.20693969336769194,1000,random,uniform,SHAP,10,1,LEFTIST'>
19,False,0.28940473872433214,True,0.4402911561020699,True,0.5397770279157428,1000,random,uniform,SHAP,10,1,LEFTIST'>
