,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,False,0.05715697755898515,True,0.21807171409831716,True,-0.28355339898332577,authentic_opposing_information,100,TSEvo'>
1,False,0.013742179108908922,True,-0.06436941569462847,True,-0.23469787595851782,authentic_opposing_information,100,TSEvo'>
2,False,-0.08810031652227909,True,-0.4801190626723396,True,-0.24131289257457303,authentic_opposing_information,100,TSEvo'>
3,False,-0.0416363637920894,True,0.34384897456270086,True,-0.1752403031404076,authentic_opposing_information,100,TSEvo'>
4,False,0.09288981430259163,True,0.3069795669251081,True,-0.04011327582747356,authentic_opposing_information,100,TSEvo'>
5,False,-0.10028015504913777,True,0.3150830056361602,True,0.21327392844166498,authentic_opposing_information,100,TSEvo'>
6,False,-0.14948429591884552,True,0.2351815760256185,True,-0.2517455324198667,authentic_opposing_information,100,TSEvo'>
7,False,0.02651131854793092,True,-0.3662404658581524,True,0.08472303373665462,authentic_opposing_information,100,TSEvo'>
8,False,-0.058903943538619434,True,-0.055535317300540406,True,-0.34026466947093376,authentic_opposing_information,100,TSEvo'>
9,False,-0.06835030334558814,True,-0.28914917878355567,True,-0.22160611748062364,authentic_opposing_information,100,TSEvo'>
10,False,-0.00843750603275187,True,0.07464920993245289,True,0.08549759285690024,authentic_opposing_information,100,TSEvo'>
11,False,0.009616590289124077,True,0.4776725412003391,True,-0.1706194312113264,authentic_opposing_information,100,TSEvo'>
12,False,0.10009535984761597,True,-0.11098844562908347,True,-0.2553634217729034,authentic_opposing_information,100,TSEvo'>
13,False,-0.00015976868935609263,True,-0.16706992477098487,True,-0.28830403713447217,authentic_opposing_information,100,TSEvo'>
14,False,-0.05335321449460097,True,-0.18712654162573295,True,0.022359040827203674,authentic_opposing_information,100,TSEvo'>
15,False,-0.1923739611903344,True,-0.028460119297101842,True,-0.22374625060184855,authentic_opposing_information,100,TSEvo'>
16,False,-0.01416235459798882,True,-0.23453827211937522,True,-0.06076891713684319,authentic_opposing_information,100,TSEvo'>
17,False,0.04283929061038814,True,0.5574386146237125,True,-0.05270820488402741,authentic_opposing_information,100,TSEvo'>
18,False,-0.14767385676421718,True,0.24201709615120337,True,-0.2705414100692292,authentic_opposing_information,100,TSEvo'>
19,False,-0.0832455909359819,True,0.29186787022964955,True,-0.4735985069947539,authentic_opposing_information,100,TSEvo'>
