,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,False,-0.2024893924663543,True,-0.13792284458792473,True,-0.1044333296734649,GS,True,Saliency_PTY'>
1,False,-0.13835269432667582,True,-0.09245551885484718,True,0.033043379879091526,GS,True,Saliency_PTY'>
2,False,-0.1791155616312814,True,-0.1199547492309618,True,-0.0748162235995995,GS,True,Saliency_PTY'>
3,False,-0.04055705032002526,True,-0.10965473231969572,True,-0.16976996297469107,GS,True,Saliency_PTY'>
4,False,0.19740029707512988,True,0.22083682119142198,True,0.18078674269620149,GS,True,Saliency_PTY'>
5,False,0.04710926074757084,True,0.016439234316904597,True,0.008197042367491088,GS,True,Saliency_PTY'>
6,False,0.03859021960214463,True,0.0690141282022911,True,0.03701893709438645,GS,True,Saliency_PTY'>
7,False,-0.099153417359226,True,-0.2560092986889864,True,-0.09887037121982342,GS,True,Saliency_PTY'>
8,False,0.07774065000581694,True,0.24851167363771856,True,0.12895285277710558,GS,True,Saliency_PTY'>
9,False,-0.0027220407069002465,True,0.06126235143041865,True,0.19350473787726072,GS,True,Saliency_PTY'>
10,False,0.09210103767792677,True,-0.18628785555359845,True,-0.2422058507884063,GS,True,Saliency_PTY'>
11,False,-0.12963567127374626,True,0.23977483431752533,True,0.28548725926219687,GS,True,Saliency_PTY'>
12,False,-0.228073376118634,True,-0.1433870789048448,True,-0.11193634084947594,GS,True,Saliency_PTY'>
13,False,0.1439627399727324,True,0.09111712609869184,True,0.1578288281136715,GS,True,Saliency_PTY'>
14,False,0.17919189713748307,True,0.17644370523369207,True,0.2080071801759273,GS,True,Saliency_PTY'>
15,False,-0.1174393063789361,True,-0.1356944447858101,True,-0.22110131951461473,GS,True,Saliency_PTY'>
16,False,-0.1860848406520507,True,0.25117890760964984,True,-0.11521209865966145,GS,True,Saliency_PTY'>
17,False,0.18401046776647811,True,0.14494997923221015,True,0.3092561548358112,GS,True,Saliency_PTY'>
18,False,-0.037146821108377345,True,-0.1113307399251137,True,0.1253231441301999,GS,True,Saliency_PTY'>
19,False,-0.011015021211286481,True,-0.3042057868056659,True,0.045109604218942084,GS,True,Saliency_PTY'>
