,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,0.2198646436686619,True,0.07761323823289296,True,0.14018445806648444,1000,random,uniform,SHAP,10,1,LEFTIST'>
1,False,-0.025997499116586695,True,-0.07387608069894488,True,-0.006175927284809204,1000,random,uniform,SHAP,10,1,LEFTIST'>
2,False,0.015460922230167711,True,-0.0922505356965591,True,-0.31666769035123,1000,random,uniform,SHAP,10,1,LEFTIST'>
3,False,0.10032170824784369,True,-0.014284752427131685,True,-0.05820227338820691,1000,random,uniform,SHAP,10,1,LEFTIST'>
4,False,0.18935412037026422,True,0.07247214973357849,True,-0.3385818479353664,1000,random,uniform,SHAP,10,1,LEFTIST'>
5,False,0.05280904616608166,True,-0.0287080875411743,True,-0.17464420117947435,1000,random,uniform,SHAP,10,1,LEFTIST'>
6,False,0.24012790777228837,True,-0.00910856796317855,True,0.07706419873772644,1000,random,uniform,SHAP,10,1,LEFTIST'>
7,False,0.09860196383600245,True,0.1657627523282533,True,0.027423775296557942,1000,random,uniform,SHAP,10,1,LEFTIST'>
8,False,0.08706157169522183,True,0.028126031953074122,True,0.22953200059742027,1000,random,uniform,SHAP,10,1,LEFTIST'>
9,False,-0.06175306750800094,True,0.05955282013087547,True,0.13862159011034303,1000,random,uniform,SHAP,10,1,LEFTIST'>
10,False,-0.015523348211850025,True,0.21224688328137056,True,0.019780551306429476,1000,random,uniform,SHAP,10,1,LEFTIST'>
11,False,-0.04662486242790198,True,-0.2544990650383956,True,-0.28117349949946707,1000,random,uniform,SHAP,10,1,LEFTIST'>
12,False,0.0488454067560426,True,0.09099816745254843,True,-0.0937317919362688,1000,random,uniform,SHAP,10,1,LEFTIST'>
13,False,0.09779748348336138,True,-0.04767683525019251,True,-0.16412777616873894,1000,random,uniform,SHAP,10,1,LEFTIST'>
14,False,0.05331067949321132,True,-0.047107383236080234,True,-0.3260969652058225,1000,random,uniform,SHAP,10,1,LEFTIST'>
15,False,0.0007425079867268121,True,0.02317971119610534,True,-0.18919577375966654,1000,random,uniform,SHAP,10,1,LEFTIST'>
16,False,0.1477332659465842,True,0.0870684900986878,True,0.04198079883035141,1000,random,uniform,SHAP,10,1,LEFTIST'>
17,False,0.09144483384035734,True,0.013224523439136049,True,0.08108390153785491,1000,random,uniform,SHAP,10,1,LEFTIST'>
18,False,0.04988860837258036,True,-0.14855516744061015,True,-0.32016223355573364,1000,random,uniform,SHAP,10,1,LEFTIST'>
19,False,-0.03159542196741877,True,-0.19663735564308465,True,-0.052044072236328905,1000,random,uniform,SHAP,10,1,LEFTIST'>
