,monoton_uniform,faithfulness_correlation_uniform,monoton_mean,faithfulness_correlation_mean,monoton_synthetic,faithfulness_correlation_synthetic_flex,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,-0.07310038582066053,True,-0.1686020622591952,True,-0.035086127918300646,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
1,False,0.05599015011633669,True,0.09001576139324616,True,0.23248361454886596,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
2,False,-0.18781880935624207,True,0.015750428310993377,True,0.17735877148986434,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
3,False,-0.10047769075053414,True,-0.16278906421327877,True,-0.17865104153011319,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
4,False,-0.05382307438648769,True,-0.09106841917323542,True,-0.15079926090006418,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
5,False,-0.01829142478604051,True,0.006927894149807181,True,0.058276513543051314,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
6,False,-0.010510995028029314,True,0.03855175040195281,True,-0.1856823013198168,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
7,False,-0.07051551579523975,True,0.10083192630295305,True,-0.1286819364885612,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
8,False,-0.08332311166156847,True,-0.018526336104782,True,-0.23428965220473502,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
9,False,-0.07041116983811145,True,0.06350361131417627,True,-0.05426318386801302,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
10,False,0.08715060112963953,True,0.2056468732163034,True,-0.12858286481541303,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
11,False,0.01857109387777867,True,0.0712159362886386,True,-0.08652073999467805,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
12,False,-0.18947741319291364,True,-0.24414674405028602,True,0.12054134799514148,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
13,False,0.1942342510902592,True,0.05352730077567444,True,0.058521059831606326,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
14,False,-0.04007873830823965,True,-0.2120015550569995,True,-0.1458992001707135,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
15,False,-0.03161892054786608,True,-0.1803751793207406,True,0.043152940864095345,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
16,False,-0.008700885601598934,True,-0.03677279904142808,True,-0.21190664646540716,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
17,False,0.11545859249281207,True,0.15094004925948437,True,-0.164119657054784,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
18,False,-0.04443709005536971,True,0.04858456124224634,True,-0.20996085493799505,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
19,False,0.17282042767130465,True,0.22773564517069356,True,-0.1333394151200385,50,NUN_CF,euclidean,500,1,NativeGuideCF'>
