,complexity,transformer,epochs,explanation
0,7.620878833565892,authentic_opposing_information,100,TSEvo'>
1,7.674171125744483,authentic_opposing_information,100,TSEvo'>
2,7.60115951583577,authentic_opposing_information,100,TSEvo'>
3,7.592158067071484,authentic_opposing_information,100,TSEvo'>
4,7.602001202844855,authentic_opposing_information,100,TSEvo'>
5,7.602680310227225,authentic_opposing_information,100,TSEvo'>
6,7.604522245728273,authentic_opposing_information,100,TSEvo'>
7,7.618632655096453,authentic_opposing_information,100,TSEvo'>
8,7.603952773849571,authentic_opposing_information,100,TSEvo'>
9,7.531487296384243,authentic_opposing_information,100,TSEvo'>
10,7.559118403327709,authentic_opposing_information,100,TSEvo'>
11,7.628752064156583,authentic_opposing_information,100,TSEvo'>
12,7.593758714480866,authentic_opposing_information,100,TSEvo'>
13,7.67397430246095,authentic_opposing_information,100,TSEvo'>
14,7.608957378859671,authentic_opposing_information,100,TSEvo'>
15,7.578628845795803,authentic_opposing_information,100,TSEvo'>
16,7.6128914015589535,authentic_opposing_information,100,TSEvo'>
17,7.632651493982504,authentic_opposing_information,100,TSEvo'>
18,7.587459416085268,authentic_opposing_information,100,TSEvo'>
19,7.607730183366828,authentic_opposing_information,100,TSEvo'>
