,complexity,transformer,epochs,explanation
0,7.617801983680922,authentic_opposing_information,100,TSEvo'>
1,7.646078886539355,authentic_opposing_information,100,TSEvo'>
2,7.637879382209924,authentic_opposing_information,100,TSEvo'>
3,7.650663739696222,authentic_opposing_information,100,TSEvo'>
4,7.659196795824281,authentic_opposing_information,100,TSEvo'>
5,7.63582030836111,authentic_opposing_information,100,TSEvo'>
6,7.647636989268595,authentic_opposing_information,100,TSEvo'>
7,7.646953445652698,authentic_opposing_information,100,TSEvo'>
8,7.612568166738486,authentic_opposing_information,100,TSEvo'>
9,7.642471112316565,authentic_opposing_information,100,TSEvo'>
10,7.6008778874550105,authentic_opposing_information,100,TSEvo'>
11,7.651894157532176,authentic_opposing_information,100,TSEvo'>
12,7.669840404425585,authentic_opposing_information,100,TSEvo'>
13,7.609964410103483,authentic_opposing_information,100,TSEvo'>
14,7.663370657178492,authentic_opposing_information,100,TSEvo'>
15,7.6491381711226625,authentic_opposing_information,100,TSEvo'>
16,7.618223366125736,authentic_opposing_information,100,TSEvo'>
17,7.638565717586352,authentic_opposing_information,100,TSEvo'>
18,7.632072902836239,authentic_opposing_information,100,TSEvo'>
19,7.672239872909867,authentic_opposing_information,100,TSEvo'>
