,complexity,method,tsr,explanation
0,7.324492454943884,GS,False,Saliency_PTY'>
1,7.2775228764886215,GS,False,Saliency_PTY'>
2,5.287420983420134,GS,False,Saliency_PTY'>
3,7.289856561413086,GS,False,Saliency_PTY'>
4,7.267679522954394,GS,False,Saliency_PTY'>
5,7.3713319898352925,GS,False,Saliency_PTY'>
6,7.275621421883141,GS,False,Saliency_PTY'>
7,7.257529839036023,GS,False,Saliency_PTY'>
8,7.141802161804508,GS,False,Saliency_PTY'>
9,7.209341455425567,GS,False,Saliency_PTY'>
10,7.279926085045723,GS,False,Saliency_PTY'>
11,7.20165533850292,GS,False,Saliency_PTY'>
12,7.298612339227903,GS,False,Saliency_PTY'>
13,7.276986340251868,GS,False,Saliency_PTY'>
14,6.540943909079971,GS,False,Saliency_PTY'>
15,7.301746719184413,GS,False,Saliency_PTY'>
16,7.2766053524329,GS,False,Saliency_PTY'>
17,7.285078967783396,GS,False,Saliency_PTY'>
18,7.285780036225685,GS,False,Saliency_PTY'>
19,7.288247461699479,GS,False,Saliency_PTY'>
