,complexity,method,tsr,explanation
0,0.5623668966431421,GS,True,Saliency_PTY'>
1,1.3219243598401884,GS,True,Saliency_PTY'>
2,2.0296155797587447,GS,True,Saliency_PTY'>
3,2.660265390001084,GS,True,Saliency_PTY'>
4,2.7373085929396366,GS,True,Saliency_PTY'>
5,2.953261154961104,GS,True,Saliency_PTY'>
6,1.014838048695829,GS,True,Saliency_PTY'>
7,1.9872769421966918,GS,True,Saliency_PTY'>
8,1.5549533580814061,GS,True,Saliency_PTY'>
9,0.23299798034588648,GS,True,Saliency_PTY'>
10,0.8233545643762139,GS,True,Saliency_PTY'>
11,0.5846928164032761,GS,True,Saliency_PTY'>
12,2.4177625946959744,GS,True,Saliency_PTY'>
13,0.601078259278353,GS,True,Saliency_PTY'>
14,3.0904450335791167,GS,True,Saliency_PTY'>
15,0.9067905699407552,GS,True,Saliency_PTY'>
16,0.3089186448874195,GS,True,Saliency_PTY'>
17,1.3502545572248086,GS,True,Saliency_PTY'>
18,2.2884380306044045,GS,True,Saliency_PTY'>
19,2.039741036056639,GS,True,Saliency_PTY'>
