,complexity,method,tsr,explanation
0,5.6069539411134315,GS,True,Saliency_PTY'>
1,4.87669159498062,GS,True,Saliency_PTY'>
2,0.6836665646487241,GS,True,Saliency_PTY'>
3,5.354753347865627,GS,True,Saliency_PTY'>
4,1.1214893339468146,GS,True,Saliency_PTY'>
5,7.2485151561632915,GS,True,Saliency_PTY'>
6,2.289419517039847,GS,True,Saliency_PTY'>
7,2.499743634438238,GS,True,Saliency_PTY'>
8,2.22839176174763,GS,True,Saliency_PTY'>
9,2.25543651991288,GS,True,Saliency_PTY'>
10,7.5730751325237975,GS,True,Saliency_PTY'>
11,1.63988333588499,GS,True,Saliency_PTY'>
12,0.7861103704946608,GS,True,Saliency_PTY'>
13,4.165707683061063,GS,True,Saliency_PTY'>
14,1.6458797798766076,GS,True,Saliency_PTY'>
15,1.3522774939211288,GS,True,Saliency_PTY'>
16,2.4540626926358837,GS,True,Saliency_PTY'>
17,2.9293862985455545,GS,True,Saliency_PTY'>
18,2.2203048424916703,GS,True,Saliency_PTY'>
19,0.006323806353888433,GS,True,Saliency_PTY'>
