,complexity,transformer,epochs,explanation
0,7.649310436649028,authentic_opposing_information,100,TSEvo'>
1,7.639934064550996,authentic_opposing_information,100,TSEvo'>
2,7.689192930727496,authentic_opposing_information,100,TSEvo'>
3,7.607269550233051,authentic_opposing_information,100,TSEvo'>
4,7.656114103424855,authentic_opposing_information,100,TSEvo'>
5,7.646453836975052,authentic_opposing_information,100,TSEvo'>
6,7.608288485169139,authentic_opposing_information,100,TSEvo'>
7,7.653792459274382,authentic_opposing_information,100,TSEvo'>
8,7.660157444381988,authentic_opposing_information,100,TSEvo'>
9,7.609482227447769,authentic_opposing_information,100,TSEvo'>
10,7.627067352992633,authentic_opposing_information,100,TSEvo'>
11,7.649359735318751,authentic_opposing_information,100,TSEvo'>
12,7.651592345120795,authentic_opposing_information,100,TSEvo'>
13,7.649172848318105,authentic_opposing_information,100,TSEvo'>
14,7.638406458759107,authentic_opposing_information,100,TSEvo'>
15,7.6260596784999235,authentic_opposing_information,100,TSEvo'>
16,7.653453290402659,authentic_opposing_information,100,TSEvo'>
17,7.645513359547085,authentic_opposing_information,100,TSEvo'>
18,7.592993256646588,authentic_opposing_information,100,TSEvo'>
19,7.678644618333054,authentic_opposing_information,100,TSEvo'>
