,complexity,transformer,epochs,explanation
0,7.629688191768395,authentic_opposing_information,100,TSEvo'>
1,7.638591391059441,authentic_opposing_information,100,TSEvo'>
2,7.674813867935454,authentic_opposing_information,100,TSEvo'>
3,7.648066551492964,authentic_opposing_information,100,TSEvo'>
4,7.581588754543244,authentic_opposing_information,100,TSEvo'>
5,7.604371067576963,authentic_opposing_information,100,TSEvo'>
6,7.683980081950194,authentic_opposing_information,100,TSEvo'>
7,7.629867199928024,authentic_opposing_information,100,TSEvo'>
8,7.627144537536128,authentic_opposing_information,100,TSEvo'>
9,7.659782947024053,authentic_opposing_information,100,TSEvo'>
10,7.641443864192268,authentic_opposing_information,100,TSEvo'>
11,7.631244644403994,authentic_opposing_information,100,TSEvo'>
12,7.675360616889709,authentic_opposing_information,100,TSEvo'>
13,7.652020363525291,authentic_opposing_information,100,TSEvo'>
14,7.643154890066617,authentic_opposing_information,100,TSEvo'>
15,7.6475033269990185,authentic_opposing_information,100,TSEvo'>
16,7.66579206527367,authentic_opposing_information,100,TSEvo'>
17,7.663671825729273,authentic_opposing_information,100,TSEvo'>
18,7.663097888589341,authentic_opposing_information,100,TSEvo'>
19,7.583427122857435,authentic_opposing_information,100,TSEvo'>
