,complexity,transformer,epochs,explanation
0,7.687906748302541,authentic_opposing_information,100,TSEvo'>
1,7.585200248669351,authentic_opposing_information,100,TSEvo'>
2,7.6013255853934405,authentic_opposing_information,100,TSEvo'>
3,7.621417212317732,authentic_opposing_information,100,TSEvo'>
4,7.701716100088973,authentic_opposing_information,100,TSEvo'>
5,7.6939474375318,authentic_opposing_information,100,TSEvo'>
6,7.6228650356020555,authentic_opposing_information,100,TSEvo'>
7,7.687901692916106,authentic_opposing_information,100,TSEvo'>
8,7.67457043222236,authentic_opposing_information,100,TSEvo'>
9,7.6919053624938165,authentic_opposing_information,100,TSEvo'>
10,7.671614170815581,authentic_opposing_information,100,TSEvo'>
11,7.629399869317682,authentic_opposing_information,100,TSEvo'>
12,7.629197743971316,authentic_opposing_information,100,TSEvo'>
13,7.674534914024156,authentic_opposing_information,100,TSEvo'>
14,7.6458279689823065,authentic_opposing_information,100,TSEvo'>
15,7.645696718454081,authentic_opposing_information,100,TSEvo'>
16,7.57524617373067,authentic_opposing_information,100,TSEvo'>
17,7.6707838291046695,authentic_opposing_information,100,TSEvo'>
18,7.626651470804147,authentic_opposing_information,100,TSEvo'>
19,7.616029422610812,authentic_opposing_information,100,TSEvo'>
