,complexity,method,tsr,explanation
0,7.4695000511937915,GRAD,False,Saliency_PTY'>
1,7.152907291537624,GRAD,False,Saliency_PTY'>
2,6.87758598490103,GRAD,False,Saliency_PTY'>
3,6.248039869749018,GRAD,False,Saliency_PTY'>
4,7.403504868006406,GRAD,False,Saliency_PTY'>
5,7.006258846140702,GRAD,False,Saliency_PTY'>
6,7.393368824679941,GRAD,False,Saliency_PTY'>
7,7.489056463677835,GRAD,False,Saliency_PTY'>
8,7.521587728438409,GRAD,False,Saliency_PTY'>
9,7.487096793546568,GRAD,False,Saliency_PTY'>
10,7.067352252294074,GRAD,False,Saliency_PTY'>
11,6.424400957067085,GRAD,False,Saliency_PTY'>
12,7.3290918930971864,GRAD,False,Saliency_PTY'>
13,6.64670626919959,GRAD,False,Saliency_PTY'>
14,7.1455381035126315,GRAD,False,Saliency_PTY'>
15,7.156301814857048,GRAD,False,Saliency_PTY'>
16,6.546193581930058,GRAD,False,Saliency_PTY'>
17,7.334657551229415,GRAD,False,Saliency_PTY'>
18,7.478676857865136,GRAD,False,Saliency_PTY'>
19,7.466807791258251,GRAD,False,Saliency_PTY'>
