,complexity,transformer,epochs,explanation
0,7.658081126459704,authentic_opposing_information,100,TSEvo'>
1,7.64545643445147,authentic_opposing_information,100,TSEvo'>
2,7.6462600280110244,authentic_opposing_information,100,TSEvo'>
3,7.646805105139693,authentic_opposing_information,100,TSEvo'>
4,7.624493787065365,authentic_opposing_information,100,TSEvo'>
5,7.648143493595254,authentic_opposing_information,100,TSEvo'>
6,7.592339330936592,authentic_opposing_information,100,TSEvo'>
7,7.6479991644837835,authentic_opposing_information,100,TSEvo'>
8,7.641269681669524,authentic_opposing_information,100,TSEvo'>
9,7.630631567398657,authentic_opposing_information,100,TSEvo'>
10,7.6626492175559315,authentic_opposing_information,100,TSEvo'>
11,7.625757782300678,authentic_opposing_information,100,TSEvo'>
12,7.650122629955453,authentic_opposing_information,100,TSEvo'>
13,7.6233112476084886,authentic_opposing_information,100,TSEvo'>
14,7.637148645046003,authentic_opposing_information,100,TSEvo'>
15,7.660263040059718,authentic_opposing_information,100,TSEvo'>
16,7.650555632778089,authentic_opposing_information,100,TSEvo'>
17,7.634536213059048,authentic_opposing_information,100,TSEvo'>
18,7.64165051834237,authentic_opposing_information,100,TSEvo'>
19,7.635909754087573,authentic_opposing_information,100,TSEvo'>
