,complexity,transformer,epochs,explanation
0,7.713205230109819,authentic_opposing_information,100,TSEvo'>
1,7.694843882818812,authentic_opposing_information,100,TSEvo'>
2,7.6509400727286305,authentic_opposing_information,100,TSEvo'>
3,7.694048746965096,authentic_opposing_information,100,TSEvo'>
4,7.638107518361876,authentic_opposing_information,100,TSEvo'>
5,7.6769708600683195,authentic_opposing_information,100,TSEvo'>
6,7.568443653211907,authentic_opposing_information,100,TSEvo'>
7,7.570391164890274,authentic_opposing_information,100,TSEvo'>
8,7.6687628559582555,authentic_opposing_information,100,TSEvo'>
9,7.658819203708654,authentic_opposing_information,100,TSEvo'>
10,7.6719253417692705,authentic_opposing_information,100,TSEvo'>
11,7.580632836397037,authentic_opposing_information,100,TSEvo'>
12,7.69076835161497,authentic_opposing_information,100,TSEvo'>
13,7.538703178106154,authentic_opposing_information,100,TSEvo'>
14,7.675772840852588,authentic_opposing_information,100,TSEvo'>
15,7.673671419286276,authentic_opposing_information,100,TSEvo'>
16,7.6603832564881476,authentic_opposing_information,100,TSEvo'>
17,7.704014588536971,authentic_opposing_information,100,TSEvo'>
18,7.471163386273498,authentic_opposing_information,100,TSEvo'>
19,7.651384148259046,authentic_opposing_information,100,TSEvo'>
