,complexity,transformer,epochs,explanation
0,7.669817998376253,authentic_opposing_information,100,TSEvo'>
1,7.64773955434551,authentic_opposing_information,100,TSEvo'>
2,7.637742604711538,authentic_opposing_information,100,TSEvo'>
3,7.6074729270781125,authentic_opposing_information,100,TSEvo'>
4,7.6622854293898826,authentic_opposing_information,100,TSEvo'>
5,7.687114222718191,authentic_opposing_information,100,TSEvo'>
6,7.669431862736369,authentic_opposing_information,100,TSEvo'>
7,7.642472910866134,authentic_opposing_information,100,TSEvo'>
8,7.61890020357131,authentic_opposing_information,100,TSEvo'>
9,7.617952992242866,authentic_opposing_information,100,TSEvo'>
10,7.6041948579312315,authentic_opposing_information,100,TSEvo'>
11,7.565680172895508,authentic_opposing_information,100,TSEvo'>
12,7.656532249826967,authentic_opposing_information,100,TSEvo'>
13,7.642212610363227,authentic_opposing_information,100,TSEvo'>
14,7.689440430966992,authentic_opposing_information,100,TSEvo'>
15,7.679899754185104,authentic_opposing_information,100,TSEvo'>
16,7.648180098685566,authentic_opposing_information,100,TSEvo'>
17,7.661510835721342,authentic_opposing_information,100,TSEvo'>
18,7.670064071555739,authentic_opposing_information,100,TSEvo'>
19,7.6177037470496645,authentic_opposing_information,100,TSEvo'>
