,complexity,method,tsr,explanation
0,3.2668053575580727,GS,True,Saliency_PTY'>
1,0.9911001944637599,GS,True,Saliency_PTY'>
2,2.391593260043344,GS,True,Saliency_PTY'>
3,6.496800859991392,GS,True,Saliency_PTY'>
4,1.017413353550942,GS,True,Saliency_PTY'>
5,3.0725487099609836,GS,True,Saliency_PTY'>
6,1.7408543089683552,GS,True,Saliency_PTY'>
7,7.054088610468238,GS,True,Saliency_PTY'>
8,4.013125513731534,GS,True,Saliency_PTY'>
9,1.2643681028070155,GS,True,Saliency_PTY'>
10,7.803842016634401,GS,True,Saliency_PTY'>
11,0.14253256211233828,GS,True,Saliency_PTY'>
12,4.598000521965757,GS,True,Saliency_PTY'>
13,1.2351264900522043,GS,True,Saliency_PTY'>
14,7.474853839423284,GS,True,Saliency_PTY'>
15,3.034159991943466,GS,True,Saliency_PTY'>
16,1.4282515947223084,GS,True,Saliency_PTY'>
17,6.7503135751841645,GS,True,Saliency_PTY'>
18,2.4161625502584316,GS,True,Saliency_PTY'>
19,3.6540856343167465,GS,True,Saliency_PTY'>
