,complexity,method,tsr,explanation
0,7.276122637229792,GS,False,Saliency_PTY'>
1,7.019615961598454,GS,False,Saliency_PTY'>
2,7.033427021182879,GS,False,Saliency_PTY'>
3,7.21638552174573,GS,False,Saliency_PTY'>
4,7.060789348737293,GS,False,Saliency_PTY'>
5,7.3655256392552655,GS,False,Saliency_PTY'>
6,7.245547139334037,GS,False,Saliency_PTY'>
7,7.06845811498207,GS,False,Saliency_PTY'>
8,7.192220663576791,GS,False,Saliency_PTY'>
9,7.272448509305855,GS,False,Saliency_PTY'>
10,7.340449770906114,GS,False,Saliency_PTY'>
11,7.1182684559771,GS,False,Saliency_PTY'>
12,7.321594869887209,GS,False,Saliency_PTY'>
13,7.063720425840614,GS,False,Saliency_PTY'>
14,7.356574249867789,GS,False,Saliency_PTY'>
15,7.2642555992058,GS,False,Saliency_PTY'>
16,7.24176166204122,GS,False,Saliency_PTY'>
17,7.10990088328667,GS,False,Saliency_PTY'>
18,7.197488411157737,GS,False,Saliency_PTY'>
19,7.057175678851901,GS,False,Saliency_PTY'>
