,complexity,transformer,epochs,explanation
0,7.6450311220548155,authentic_opposing_information,100,TSEvo'>
1,7.629510902270337,authentic_opposing_information,100,TSEvo'>
2,7.714254095030084,authentic_opposing_information,100,TSEvo'>
3,7.706522152874754,authentic_opposing_information,100,TSEvo'>
4,7.637823850696212,authentic_opposing_information,100,TSEvo'>
5,7.628309687192846,authentic_opposing_information,100,TSEvo'>
6,7.641094067715624,authentic_opposing_information,100,TSEvo'>
7,7.654939917346432,authentic_opposing_information,100,TSEvo'>
8,7.651491764687663,authentic_opposing_information,100,TSEvo'>
9,7.646994919176728,authentic_opposing_information,100,TSEvo'>
10,7.712365211365686,authentic_opposing_information,100,TSEvo'>
11,7.7224904035064155,authentic_opposing_information,100,TSEvo'>
12,7.638906312282225,authentic_opposing_information,100,TSEvo'>
13,7.715478510527769,authentic_opposing_information,100,TSEvo'>
14,7.7080012146124215,authentic_opposing_information,100,TSEvo'>
15,7.636007611057975,authentic_opposing_information,100,TSEvo'>
16,7.711134957982618,authentic_opposing_information,100,TSEvo'>
17,7.648565769739956,authentic_opposing_information,100,TSEvo'>
18,7.7151882016574795,authentic_opposing_information,100,TSEvo'>
19,7.638385052111012,authentic_opposing_information,100,TSEvo'>
