,complexity,transformer,epochs,explanation
0,7.654324536147193,authentic_opposing_information,100,TSEvo'>
1,7.593755458107593,authentic_opposing_information,100,TSEvo'>
2,7.6380062805200675,authentic_opposing_information,100,TSEvo'>
3,7.617446514768679,authentic_opposing_information,100,TSEvo'>
4,7.657591621008191,authentic_opposing_information,100,TSEvo'>
5,7.6577192935716205,authentic_opposing_information,100,TSEvo'>
6,7.6545771576331765,authentic_opposing_information,100,TSEvo'>
7,7.664140917209595,authentic_opposing_information,100,TSEvo'>
8,7.600095561066906,authentic_opposing_information,100,TSEvo'>
9,7.645439462351846,authentic_opposing_information,100,TSEvo'>
10,7.665467684343542,authentic_opposing_information,100,TSEvo'>
11,7.643937122200463,authentic_opposing_information,100,TSEvo'>
12,7.616991682324668,authentic_opposing_information,100,TSEvo'>
13,7.618700960539316,authentic_opposing_information,100,TSEvo'>
14,7.664982160612939,authentic_opposing_information,100,TSEvo'>
15,7.661428371707981,authentic_opposing_information,100,TSEvo'>
16,7.675647443177883,authentic_opposing_information,100,TSEvo'>
17,7.655866249704385,authentic_opposing_information,100,TSEvo'>
18,7.630688546616476,authentic_opposing_information,100,TSEvo'>
19,7.666809984904928,authentic_opposing_information,100,TSEvo'>
