,complexity,transformer,epochs,explanation
0,7.703840421146649,authentic_opposing_information,100,TSEvo'>
1,7.631315334993397,authentic_opposing_information,100,TSEvo'>
2,7.634899036976146,authentic_opposing_information,100,TSEvo'>
3,7.637014726761564,authentic_opposing_information,100,TSEvo'>
4,7.697064773537111,authentic_opposing_information,100,TSEvo'>
5,7.633057525435835,authentic_opposing_information,100,TSEvo'>
6,7.635461869292956,authentic_opposing_information,100,TSEvo'>
7,7.624701878961857,authentic_opposing_information,100,TSEvo'>
8,7.639122496215147,authentic_opposing_information,100,TSEvo'>
9,7.6343971784692055,authentic_opposing_information,100,TSEvo'>
10,7.62665389878496,authentic_opposing_information,100,TSEvo'>
11,7.638530248868997,authentic_opposing_information,100,TSEvo'>
12,7.702671212961683,authentic_opposing_information,100,TSEvo'>
13,7.711395926935488,authentic_opposing_information,100,TSEvo'>
14,7.629253641822164,authentic_opposing_information,100,TSEvo'>
15,7.708641006318272,authentic_opposing_information,100,TSEvo'>
16,7.6337780671863555,authentic_opposing_information,100,TSEvo'>
17,7.630016043692194,authentic_opposing_information,100,TSEvo'>
18,7.704102195961097,authentic_opposing_information,100,TSEvo'>
19,7.640135898678861,authentic_opposing_information,100,TSEvo'>
