,complexity,method,tsr,explanation
0,7.188190994394104,GS,True,Saliency_PTY'>
1,6.784554791292941,GS,True,Saliency_PTY'>
2,7.370967236380313,GS,True,Saliency_PTY'>
3,5.524317726059631,GS,True,Saliency_PTY'>
4,5.897247979589439,GS,True,Saliency_PTY'>
5,5.427903929324865,GS,True,Saliency_PTY'>
6,6.275902837891724,GS,True,Saliency_PTY'>
7,6.772163362362656,GS,True,Saliency_PTY'>
8,7.372862652921366,GS,True,Saliency_PTY'>
9,5.324548001602649,GS,True,Saliency_PTY'>
10,7.447760193880154,GS,True,Saliency_PTY'>
11,5.119212740450106,GS,True,Saliency_PTY'>
12,4.4518386216238275,GS,True,Saliency_PTY'>
13,6.149874795135584,GS,True,Saliency_PTY'>
14,6.022856323588462,GS,True,Saliency_PTY'>
15,7.386353283508012,GS,True,Saliency_PTY'>
16,7.381025213027573,GS,True,Saliency_PTY'>
17,5.290934208021403,GS,True,Saliency_PTY'>
18,6.961314778624955,GS,True,Saliency_PTY'>
19,2.9652164191689727,GS,True,Saliency_PTY'>
