,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.10002400960384153,0.0777848741759376,True,0.1781022661153323,0.24042077518972627,True,0.11426940928016097,-0.058428454391184034,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,False,0.06742058634803692,0.07131947802247457,True,0.01911210353740648,-0.1588366046657854,True,0.08583299511239718,0.1007740151257674,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,False,-0.26411198355712473,0.13410822431955127,True,0.219693149958881,0.1669549382886244,True,-0.03580526979668854,-0.10393796632762374,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,False,-0.07425388466040612,0.0001734025667024068,True,-0.06046109725115144,-0.29654415133654416,True,0.11968567814963825,0.0947232707639774,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,False,0.1938535414165666,0.1760973572248498,True,-0.28845138055222086,-0.07846611595700152,True,0.15802113808229604,0.06976313063757886,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,False,0.1600904141125002,-0.0004955453545486396,True,0.1796511461880894,0.22347234179946257,True,0.030758890733113217,-0.04180620430631778,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,False,-0.0137489785753913,0.04636485611820551,True,,-0.019866346995386187,True,-0.1618861580603701,-0.04665754595342826,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,False,0.027240857511711635,0.08365401330767602,True,0.20683573583318215,-0.2323901288492215,True,0.14940031690031158,0.056211400409034856,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,False,0.054795178661237454,-0.08060495047787249,True,0.20847140277689027,-0.016693731599173266,True,0.012055136640891407,-0.04110890425682306,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,False,-0.09451304344428288,0.005662292335817325,True,-0.08040123273008598,0.04261266493094356,True,0.11650669643701188,0.15347976771427085,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,False,-0.1660009536869269,0.03567822883207142,True,0.21797033724622067,0.23687787054126894,True,-0.14954053020235922,-0.043763945510160406,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,False,-0.0075410074919382885,-0.013353680937590911,True,-0.12497899040779252,-0.019495803943275256,True,0.20154183080365007,0.1259433417155984,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,False,0.12251542441694316,0.044895869993235624,True,7.525496833198208e-05,0.15567578130879703,True,0.07922614520473088,0.015806126323955803,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,False,0.0652132155205532,0.05879060761553234,True,-0.05960626951210912,-0.009631395809924677,True,0.07194336947584538,-0.0876883114652598,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,False,0.15433832192524347,0.003358365083300543,True,0.0842786695832562,0.14532766924512688,True,-0.018712232597381508,0.01258190502047899,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,False,-0.28488092914493157,-0.2572520128583398,True,-0.15230733141120378,-0.11555576804877526,True,0.5029657749536557,0.2717806967864864,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,False,0.03539355536663629,-0.1930431038332369,True,-0.0895185498780894,-0.2164542092420106,True,0.11927884361632222,-0.1992423209516255,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,False,0.08169848297573092,-0.0368129519497129,True,0.20677073384087286,-0.24980196839170782,True,0.11867963346641805,-0.0964328178929977,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,False,-0.1423527049415597,-0.016535274906853057,True,-0.20399243509343992,-0.05840762069797519,True,0.21059461215791514,0.18384375146238224,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,False,-0.29978391356542616,-0.05439669140878821,True,-0.21805522208883552,-0.014036331369108443,True,0.15829031210257655,-0.10071714842633561,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
