,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,transformer,epochs,explanation
0,False,-0.10645858343337333,-0.0174382227411043,True,-0.006578631452581032,0.10082035337343183,True,-0.23466986794717884,-0.08300697880052259,mutate_both,100,TSEvo'>
1,False,0.13721348912974723,0.12249282093302033,True,0.2730332160231503,0.18910954305515276,True,-0.026193117889916722,0.19346820531183379,mutate_both,100,TSEvo'>
2,False,-0.09925570228091235,-0.14170810813431964,True,-0.27644657863145256,0.3006015903361207,True,-0.13354141656662666,-0.16637773297937442,mutate_both,100,TSEvo'>
3,False,0.13071142168045338,0.14196498173345556,True,0.17210497255795182,-0.06951745739668327,True,0.021705203012330976,-0.10015172622543772,mutate_both,100,TSEvo'>
4,False,0.14016629813918471,0.0789665609069602,True,0.04426810651838308,-0.22832358539215664,True,0.14762451173739055,0.26106341096541574,mutate_both,100,TSEvo'>
5,False,-0.01585052530152634,-0.14387493726724007,True,-0.021662384578752664,-0.06604485803197718,True,0.27349360929360905,0.0938175405557313,mutate_both,100,TSEvo'>
6,False,-0.03822787877234554,-0.03440143940681026,True,0.05599711890521973,0.14419074901319354,True,-0.041157402145603185,-0.13335270474485092,mutate_both,100,TSEvo'>
7,False,-0.25729927036966727,-0.0639236191858446,True,-0.02444295046998145,0.028856915829725212,True,-0.10223780265341947,0.1349054422227051,mutate_both,100,TSEvo'>
8,False,0.131140456182473,-0.07290230843087457,True,0.11750300120048018,0.15794654035620098,True,-0.15130852340936377,0.2698611233428859,mutate_both,100,TSEvo'>
9,False,0.02959475742288248,-0.008543203954090566,True,-0.01518172621043971,0.029854946684818823,True,0.11688968313291082,-0.19831188796386856,mutate_both,100,TSEvo'>
10,False,0.04969987995198079,-0.01633284058679613,True,0.15649459783913564,0.039956863476349656,True,0.03807923169267707,0.009077602132195111,mutate_both,100,TSEvo'>
11,False,-0.05018248180968687,-0.0009056687923035779,True,0.06161160206873517,0.19835041269342096,True,0.1169804073573179,-0.018669052131250464,mutate_both,100,TSEvo'>
12,False,-0.11674590650786,-0.03827742623312207,True,-0.07592565947713972,0.022601145043784288,True,-0.1852278738793978,0.15222484224162494,mutate_both,100,TSEvo'>
13,False,-0.11359543132760543,0.02592902772339982,True,-0.30889311580035117,0.15313854601154123,True,-0.3592785735012637,0.2216317334627648,mutate_both,100,TSEvo'>
14,False,0.19454449496640921,0.06339227807074231,True,0.25553474641230894,0.10976308579106937,True,0.17677568155303688,-0.06354526552806256,mutate_both,100,TSEvo'>
15,False,0.049512558457261886,0.08087282775277403,True,0.01791288487348078,-0.2650664259270008,True,0.05037698721791244,-0.15858405387951446,mutate_both,100,TSEvo'>
16,False,-0.018247737045764982,-0.06668146256562141,True,-0.09997839086653339,-0.09997170631397742,True,0.0035054863272127464,-0.09992167799140385,mutate_both,100,TSEvo'>
17,False,0.09533644093131353,0.16353068647105237,True,0.12204025007882503,0.03638503160054738,True,0.10359733153090342,0.08966979862804036,mutate_both,100,TSEvo'>
18,False,-0.031167459203455834,-0.12529400414443906,True,0.008788359066613894,0.01922366238277468,True,-0.1902223511631565,-0.11871227354050332,mutate_both,100,TSEvo'>
19,False,-0.03558565064678085,-0.01934210155888122,True,0.0805359462006093,0.041859477110558624,True,0.007827882665891066,0.06411932507001852,mutate_both,100,TSEvo'>
