,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,False,0.0038908638956204355,-0.05353084250496291,True,-0.02915746153878524,0.10976024301529048,True,-0.2621289417086508,0.3433572991093457,50,NG,dtw,500,1,NativeGuideCF'>
1,False,0.08024780328039245,0.020748212053487935,True,0.1121356197843904,-0.14834404455480946,True,-0.1890697794822891,0.09052333995512045,50,NG,dtw,500,1,NativeGuideCF'>
2,False,0.13224133709435876,-0.013968485357132802,True,0.10625420910015314,0.06624448173307437,True,-0.371025095429287,0.013602581641123337,50,NG,dtw,500,1,NativeGuideCF'>
3,False,-0.10127377907005698,0.14405577268312758,True,-0.10310026393226017,-0.27853108240144747,True,-0.3389172100865547,0.0566319483935349,50,NG,dtw,500,1,NativeGuideCF'>
4,False,0.09632884345738041,-0.04916466123667262,True,-0.12029100342010862,0.1344845927695156,True,-0.08907776899972117,0.15279993771986175,50,NG,dtw,500,1,NativeGuideCF'>
5,False,-0.08189438072455275,0.006755641749622603,True,-0.16888014230353518,-0.14856289014491408,True,-0.31421572893424854,-0.13532790175929688,50,NG,dtw,500,1,NativeGuideCF'>
6,False,0.032095875007092635,0.1069018242283685,True,0.01557560682074197,0.1435367474635381,True,-0.30833051698504654,0.07474133691334658,50,NG,dtw,500,1,NativeGuideCF'>
7,False,-0.06554779228281368,-0.19571806050151724,True,-0.02069677543874923,0.03563309954872532,True,-0.12975101446751838,-0.07403066873141016,50,NG,dtw,500,1,NativeGuideCF'>
8,False,0.12022201100281155,0.045115838631922575,True,0.21163056959655993,-0.1694824372248684,True,-0.1858273666538858,-0.008117038945446312,50,NG,dtw,500,1,NativeGuideCF'>
9,False,0.054460319758592786,0.2169051254488716,True,0.1118981878637753,0.16248585907058732,True,0.06075159126509688,0.1668123514529423,50,NG,dtw,500,1,NativeGuideCF'>
10,False,-0.04822402243252256,-0.07389260058863165,True,0.07055885353921877,0.01030247101356085,True,-0.34976825832034786,0.03839862298734116,50,NG,dtw,500,1,NativeGuideCF'>
11,False,-0.017046818727490996,-0.060393791498782316,True,0.13181272509003603,-0.12274531949807703,True,-0.3006482593037215,0.010227749247152803,50,NG,dtw,500,1,NativeGuideCF'>
12,False,-0.17434544409308825,-0.1334174972461997,True,-0.013499881452234169,-0.037329105125692874,True,-0.44962772424006964,-0.13159905065261196,50,NG,dtw,500,1,NativeGuideCF'>
13,False,-0.42512008910832894,0.15205610930405694,True,-0.37579251804130215,0.084692289977184,True,-0.3923631237064669,-0.003953925353554844,50,NG,dtw,500,1,NativeGuideCF'>
14,False,0.08509207906604091,-0.0256856885539695,True,0.14367691905507585,0.21705972056653597,True,-0.2823597206028897,-0.055167487356256276,50,NG,dtw,500,1,NativeGuideCF'>
15,False,0.1576773478979861,-0.06249242908710754,True,0.21694443510667166,-0.1565058865063427,True,-0.09850631755673757,0.061067741423790026,50,NG,dtw,500,1,NativeGuideCF'>
16,False,0.013160423050014927,0.06269448912100112,True,-0.0004322766695260378,0.10794426901848334,True,-0.25500132683364113,0.04801179558658562,50,NG,dtw,500,1,NativeGuideCF'>
17,False,-0.10213930709563716,-0.03241971257675884,True,-0.07409541647793517,-0.22766546112289932,True,-0.48505366289282126,-0.035647634078919785,50,NG,dtw,500,1,NativeGuideCF'>
18,False,0.07985594237695079,0.10827828249483809,True,0.11154861944777912,0.2060987114701339,True,-0.038904900257343396,0.07967685124322622,50,NG,dtw,500,1,NativeGuideCF'>
19,False,-0.11878287597174132,-0.09733582844529162,True,-0.07531401112967666,-0.01013511739081877,True,-0.41533179479484317,-0.0472251914849841,50,NG,dtw,500,1,NativeGuideCF'>
