,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,-0.35802877981553916,-0.056710790128116424,True,-0.21019754169815522,-0.08310497088943042,True,-0.24722065222095463,0.009271739451295611,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,-0.35802877981553916,0.009241025432847013,True,-0.20557781550698703,0.02960883197447095,True,-0.29797233933035194,0.009625657584544946,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,0.12242274406595856,-0.049418883233994106,True,0.24253562503633297,0.11023045569475762,True,0.05312685119843485,0.1735682329145603,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,-0.05774657738960309,0.035129846089685744,True,-0.048507125007266595,-0.017896934252663733,True,0.05312685119843485,-0.14140102498217147,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,-0.40884576791838984,-0.017798935699761053,True,-0.18247918455114576,-0.03579907163164477,True,-0.38112741077138035,-0.027872716969465937,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,-0.13166219644829505,-0.20507595075375495,True,0.05774657738960309,0.03566629148422822,True,-0.12242274406595856,-0.022686513255704678,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,0.45966275602124057,0.050956369347803454,True,0.32107097028619314,0.2723602724443107,True,0.11318329168362205,-0.13051897581801072,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,0.2610145298010059,0.10436780716668517,True,0.3477256765840921,-0.1532306271154972,True,-0.04217411678366499,-0.029393415332461384,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,0.16400027978647277,-0.07454337029216088,True,0.15476082740413627,0.1992852578543169,True,0.10394383930128556,-0.1124156885467274,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,-0.23791589884516473,0.03245438477836143,True,-0.18247918455114576,-0.19701141249653797,True,0.12707298364059963,0.2261004946170508,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,-0.45042330363890404,-0.19059447224527956,True,-0.40884576791838984,0.013102408515042586,True,-0.21481726788932348,0.0026117813601164975,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,-0.23791589884516473,-0.04043090774762753,True,0.15476082740413627,-0.1003632900043819,True,-0.3118315179038567,0.11228177371684321,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,0.006929589286752371,-0.044401958539353824,True,-0.12242274406595856,-0.04871512849550009,True,-0.06236630358077134,0.11890218882144608,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,-0.14475661090264913,-0.17259260147104402,True,-0.04761904761904762,0.11596842705339548,True,-0.11091410543998723,-0.10373024442388044,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,-0.09932411311011732,0.2354065940507397,True,0.08084520834544431,0.20500179786974146,True,-0.2841404504659445,0.018545672598720437,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,0.13166219644829505,-0.15383283884348925,True,0.030028220242593606,-0.0002514269115537331,True,0.2379387512031893,0.10027715413552439,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,-0.28873288694801547,-0.03845973907101281,True,-0.23791589884516473,-0.013094914817917025,True,-0.279493434565679,-0.017299221371430328,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,0.2517750774186695,-0.17852841854417945,True,0.15477940948109634,0.037543251195993034,True,0.15258657567050543,0.20938328480099866,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,-0.1963383631246505,-0.03560102874071111,True,-0.1963525066717357,0.059572917831180225,True,-0.10856877900437809,-0.05328627538483389,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,-0.14090164883063153,-0.05978519038345108,True,-0.42732467268306285,0.0979726533245683,True,-0.08084520834544431,0.12046745262332118,1000,random,uniform,Lime,10,1,LEFTIST'>
