,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,transformer,epochs,explanation
0,False,-0.17138055222088835,0.09301517114734581,True,-0.20057623049219686,-0.0768844161810379,True,0.06525810324129651,-0.14379771012730558,mutate_both,100,TSEvo'>
1,False,-0.06287375036272114,-0.16775002664912794,True,-0.08544874094368289,0.08098217128506024,True,-0.12704436188647625,-0.11321699215455594,mutate_both,100,TSEvo'>
2,False,0.020564975892496177,-0.0063382841831080014,True,0.015683606341567204,0.1102778927124712,True,-0.04356187698178107,-0.15959685447297006,mutate_both,100,TSEvo'>
3,False,0.1495834234146261,-0.24359930800279836,True,-0.19831677934921588,0.03375636043061965,True,-0.3541324062203529,0.03580686296919029,mutate_both,100,TSEvo'>
4,False,-0.0947921919166844,0.07358986036681756,True,-0.061946265234307435,0.005798671878850246,True,-0.049845134351326446,-0.13757257078316193,mutate_both,100,TSEvo'>
5,False,-0.28060318047117483,0.032630517287894574,True,-0.25812803269426055,0.11018138729235648,True,-0.003697834142782896,-0.16791625579153788,mutate_both,100,TSEvo'>
6,False,0.07025210084033613,0.024614125303079482,True,-0.018391356542617046,-0.019188771248687782,True,-0.018583433373349337,0.13340213460228678,mutate_both,100,TSEvo'>
7,False,0.2000480365084386,0.24243885592727082,True,0.19365994794766492,-0.05361333990855942,True,0.05494848707810989,0.016441734037139735,mutate_both,100,TSEvo'>
8,False,-0.08763505402160864,0.02568903650796097,True,-0.038367346938775505,0.11470024656772612,True,0.09042016806722687,0.04035295057147184,mutate_both,100,TSEvo'>
9,False,0.1398833105639826,0.06116864350119186,True,0.062186367037541185,0.25656261168278643,True,-0.05263031526883795,0.17026885388308302,mutate_both,100,TSEvo'>
10,False,-0.11942663692846714,-0.12940040930686209,True,-0.07702465847738693,0.10819570680924433,True,-0.19496734537072608,0.13008659559829988,mutate_both,100,TSEvo'>
11,False,-0.10101072928560838,-0.07557379442134873,True,-0.16351708356266986,0.02444147003932417,True,-0.015531129473972156,0.04887885115412685,mutate_both,100,TSEvo'>
12,False,0.03832024779610646,0.018962617116040994,True,0.19635525468456055,-0.037050841814916365,True,0.06257052992271518,-0.1009113986689174,mutate_both,100,TSEvo'>
13,False,0.32858686753817623,-0.1264254897868613,True,0.09384079789090856,-0.08319587555341923,True,0.07770440685132549,-0.18554507119859603,mutate_both,100,TSEvo'>
14,False,0.25591893697259804,-0.16685916335553086,True,0.04649936039347976,0.3219464238155587,True,0.16125372358332798,0.06809052623614803,mutate_both,100,TSEvo'>
15,False,-0.1951114101366103,0.09469187025982483,True,0.0009604302738696051,0.44518813147331093,True,-0.07966769121748375,-0.08666081839508347,mutate_both,100,TSEvo'>
16,False,-0.1761824729891957,0.1189068879013043,True,-0.2291531610062908,0.2512476856912,True,-0.2042453066137098,0.04468433799117808,mutate_both,100,TSEvo'>
17,False,-0.0166306334833449,0.10572835755064798,True,0.0035451044259638123,0.05737590196140865,True,0.004962112530567774,0.07343924858691922,mutate_both,100,TSEvo'>
18,False,0.02110346861679882,-0.12725615739918372,True,-0.0655749333047105,0.022883062580123997,True,0.053866844551554986,0.09948877983974928,mutate_both,100,TSEvo'>
19,False,-0.01825387383324157,-0.09110814825356506,True,0.04131176176658296,-0.12408349687523419,True,0.029116689448572056,-0.0802370279557596,mutate_both,100,TSEvo'>
