,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,False,-0.06802721088435375,-0.08610066471818055,True,,-0.23317242544348657,True,-0.25168764267296734,0.2448331912309671,1000,random,uniform,Lime,10,1,LEFTIST'>
1,False,-0.49662056555058653,0.24120738463377356,True,-0.44118385125656767,0.037042368903252444,True,-0.2478226635489356,-0.007715053929964715,1000,random,uniform,Lime,10,1,LEFTIST'>
2,False,0.12704247025712678,0.030303968701583885,True,0.15476082740413627,-0.034307473963924445,True,0.3099323852066052,-0.10845650945534377,1000,random,uniform,Lime,10,1,LEFTIST'>
3,False,-0.13399344137297778,-0.07447859425286565,True,,0.07622652581526758,True,-0.2235928236351792,-0.22814514799861363,1000,random,uniform,Lime,10,1,LEFTIST'>
4,False,-0.47395455155595806,0.009090823621477888,True,-0.3314473127193534,-0.15318859568437632,True,-0.3564453108741963,-0.02641820482141497,1000,random,uniform,Lime,10,1,LEFTIST'>
5,False,-0.1917186369334823,-0.04036071392055979,True,-0.09932411311011732,-0.1476904632754901,True,-0.04905069556631817,0.18861893388124504,1000,random,uniform,Lime,10,1,LEFTIST'>
6,False,-0.40422604172722165,0.1378057169854897,True,-0.24254144843033448,-0.1469269959319284,True,-0.24934409937674257,0.163735221823083,1000,random,uniform,Lime,10,1,LEFTIST'>
7,False,-0.213706439046369,-0.12248649083922232,True,-0.09818796932331428,-0.14512061369752396,True,-0.12253073974665776,0.07537399392434714,1000,random,uniform,Lime,10,1,LEFTIST'>
8,False,-0.09471348348864816,0.16875141990725429,True,-0.1894631509286484,-0.04859691975047061,True,-0.011678737039599565,0.10432427611259497,1000,random,uniform,Lime,10,1,LEFTIST'>
9,False,-0.06802721088435375,-0.15467301998933247,True,,0.1662001307760378,True,-0.21378456240450638,0.017394809209536996,1000,random,uniform,Lime,10,1,LEFTIST'>
10,False,-0.14108808280128873,-0.0015124322565047425,True,-0.13312161262489958,0.006079173134944186,True,-0.28782527120602897,0.025585598853242613,1000,random,uniform,Lime,10,1,LEFTIST'>
11,False,-0.4642824822124088,0.004782081765541124,True,-0.33031042266852967,-0.036591296981441784,True,-0.41712704475174694,-0.19766374154717525,1000,random,uniform,Lime,10,1,LEFTIST'>
12,False,-0.09818796932331428,-0.19375118623980486,True,-0.06802721088435375,-0.19881815742468142,True,-0.2138705971341109,-0.02657596180511872,1000,random,uniform,Lime,10,1,LEFTIST'>
13,False,0.21019754169815522,-0.022112560712988366,True,0.24253562503633297,-0.018039298508936145,True,0.41168246018710486,-0.08646460483200291,1000,random,uniform,Lime,10,1,LEFTIST'>
14,False,-0.13399344137297778,-0.07912551562606955,True,,-0.016659896680359818,True,-0.22315397566819284,-0.1541278030544022,1000,random,uniform,Lime,10,1,LEFTIST'>
15,False,-0.09470438691894906,0.04264817944946574,True,-0.32107097028619314,0.12903192782727158,True,0.32179805862503347,0.05799230823893971,1000,random,uniform,Lime,10,1,LEFTIST'>
16,False,-0.23260798686386414,-0.10567817538508754,True,-0.11101247717146594,-0.04885946963867012,True,-0.28010231853639794,0.034386892102565694,1000,random,uniform,Lime,10,1,LEFTIST'>
17,False,-0.28411316075684717,-0.24464961781653582,True,-0.13628519483228319,-0.010623765550142685,True,-0.4721555899321034,-0.0486154062614118,1000,random,uniform,Lime,10,1,LEFTIST'>
18,False,-0.1178030178747903,0.037548443725165054,True,-0.2933596566728807,0.06540432148320602,True,-0.47680736914325705,0.06932105731271619,1000,random,uniform,Lime,10,1,LEFTIST'>
19,False,-0.13399344137297778,-0.038298640528061464,True,-0.04761904761904762,-0.047107866161213874,True,-0.22315397566819284,-0.02955536254392092,1000,random,uniform,Lime,10,1,LEFTIST'>
