,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,False,0.5617767106842737,0.0029783289975749867,True,0.1696518607442977,-0.2659040118781887,True,0.4161824729891957,-0.1167859167353014,FA,False,Saliency_PTY'>
1,False,0.2409123649459784,0.2388711779990375,True,0.053061224489795916,0.42550557281289647,True,0.470828331332533,0.21690570718919244,FA,False,Saliency_PTY'>
2,False,0.6613685474189676,-0.1739925293571983,True,0.5096278511404562,-0.2806944322679268,True,0.3861224489795918,-0.45349403813893424,FA,False,Saliency_PTY'>
3,False,0.45815126050420163,0.16041436802052372,True,0.44979591836734695,0.2425483139703267,True,0.46324129651860735,0.02907206671439166,FA,False,Saliency_PTY'>
4,False,0.7173589435774309,-0.2347720769800399,True,0.5776849385804019,-0.15759541817705763,True,0.5429531812725089,0.4715476664649139,FA,False,Saliency_PTY'>
5,False,0.24763505402160862,0.031248179417227108,True,0.16388955582232892,-0.13266680186900992,True,0.2349579831932773,0.04902587665047377,FA,False,Saliency_PTY'>
6,False,0.7206895725864233,-0.1988987686139696,True,0.6878436459040463,-0.09124852325735458,True,0.7169439844559767,-0.11311650034299595,FA,False,Saliency_PTY'>
7,False,0.6394717887154863,0.0058738067117605815,True,0.4592076830732293,-0.05166851733444818,True,0.5726290516206483,-0.19278845064103797,FA,False,Saliency_PTY'>
8,False,0.6137334933973589,-0.06390010909868993,True,0.5437214885954381,-0.016877785246860604,True,0.5116446578631452,-0.31593908113816876,FA,False,Saliency_PTY'>
9,False,0.4731332533013205,-0.2752763562322052,True,0.4625690276110444,-0.34812844846863883,True,0.24360144057623048,-0.3970538914005788,FA,False,Saliency_PTY'>
10,False,0.7102521008403362,0.2290778492359457,True,0.5571668667466987,0.276884974109155,True,0.7144777911164465,0.38048196289376446,FA,False,Saliency_PTY'>
11,False,0.8404801920768307,0.5342025238959802,True,0.7421368547418967,0.4409469597713683,True,0.8101320528211284,0.5640273112265956,FA,False,Saliency_PTY'>
12,False,0.6198799519807922,0.007661156380640825,True,0.453829531812725,0.09413401862665062,True,0.6391836734693876,0.050955450557899185,FA,False,Saliency_PTY'>
13,False,0.7258103241296519,-0.4684086590769755,True,0.7568307322929172,-0.6956913014794684,True,0.6864345738295319,-0.4639090847622676,FA,False,Saliency_PTY'>
14,False,0.4129171668667466,0.0654874477066804,True,0.2002881152460984,0.1561648500541594,True,0.44288115246098436,0.24280849213011577,FA,False,Saliency_PTY'>
15,False,0.5749339735894358,-0.10467616183968527,True,0.469483793517407,-0.4421395557486734,True,0.4381752701080432,0.06002308136649183,FA,False,Saliency_PTY'>
16,False,0.7362785114045618,0.12831631810739186,True,0.6618487394957983,0.23574261588330048,True,0.7033373349339735,-0.0010794946520961916,FA,False,Saliency_PTY'>
17,False,0.3565426170468187,-0.14472679126138446,True,0.3463625450180072,-0.15976790854371492,True,0.3768067226890756,-0.06493524470562774,FA,False,Saliency_PTY'>
18,False,0.45046818727490995,-0.308234635228154,True,0.4161824729891957,-0.5009999679705738,True,0.4616086434573829,-0.33433388781162254,FA,False,Saliency_PTY'>
19,False,0.42232893157262896,-0.29810933664987277,True,0.2965186074429772,-0.42945956408715347,True,0.4197358943577431,-0.5708211058077658,FA,False,Saliency_PTY'>
