,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,False,-0.4411608386875285,-0.2732818140019784,True,-0.02352800436752977,0.009693546601681473,True,-0.011251765187529577,-0.058691083643478026,DLS,True,Saliency_PTY'>
1,False,-0.1992733436379673,0.12687069706670234,True,-0.5033764814891627,0.334027967002013,True,-0.3353127851813113,-0.09717683144480745,DLS,True,Saliency_PTY'>
2,False,0.025049178607531912,-0.007431644193203697,True,0.1312216147373485,0.11592768231422093,True,0.1287079746338225,0.02725935288945408,DLS,True,Saliency_PTY'>
3,False,-0.533618782490939,0.04142110899028885,True,-0.28297425752167144,-0.04320623052405305,True,-0.3573580988745254,-0.27729830555992374,DLS,True,Saliency_PTY'>
4,False,-0.015579367182733261,-0.021089031268234613,True,0.1515278975642558,-0.15730676475465805,True,0.38826226841674466,-0.1846909320779931,DLS,True,Saliency_PTY'>
5,False,-0.23934184681708845,-0.024221210252158582,True,-0.05046808138880273,0.09332661967518277,True,-0.09563291824398257,-0.10371344622788971,DLS,True,Saliency_PTY'>
6,False,0.22243874255346938,-0.1937203018299505,True,0.09648009583178603,-0.24524089301237836,True,0.1610238494781448,-0.008071993675528456,DLS,True,Saliency_PTY'>
7,False,0.08777395105566059,0.1603880316532603,True,0.06998155016014292,0.2182746960320581,True,-0.016546713511072907,-0.18650935276587172,DLS,True,Saliency_PTY'>
8,False,-0.10192775522820913,0.11914916519024975,True,-0.19026174889501374,0.21887766602347014,True,-0.15895027563559885,-0.1032932199276636,DLS,True,Saliency_PTY'>
9,False,-0.5784731043471089,-0.16111097198210536,True,-0.2558885603281614,-0.37825958771339796,True,-0.17636250954571248,-0.20387196513814343,DLS,True,Saliency_PTY'>
10,False,-0.45892946335018825,0.018328142495357982,True,-0.13659777492857675,-0.028074145782694373,True,-0.387256219861832,-0.1262509860659066,DLS,True,Saliency_PTY'>
11,False,0.26826041073797896,-0.0458512610724046,True,0.008655203990407367,0.40988583345636814,True,0.03232973255240399,0.25912776879446986,DLS,True,Saliency_PTY'>
12,False,-0.4117840580847929,0.018853572274374022,True,-0.2513573064743599,-0.02410305434697508,True,-0.4112240154736489,0.06258019931193572,DLS,True,Saliency_PTY'>
13,False,-0.26775128109148444,-0.08237032523626464,True,0.030528919905704933,0.01327896095990226,True,-0.25207614030037656,-0.10355387413391168,DLS,True,Saliency_PTY'>
14,False,-0.08461734724739439,-0.07161444358208009,True,-0.18573049504121222,-0.26912518165569665,True,-0.20765351206121707,-0.21672730096267187,DLS,True,Saliency_PTY'>
15,False,-0.4260906011512898,-0.14040306120364915,True,-0.2133253218812169,-0.37287338593016317,True,-0.27324988127362554,0.030991093888077394,DLS,True,Saliency_PTY'>
16,False,-0.3438152502777703,0.07180239866491055,True,-0.2021753826229862,-0.32539997084494604,True,-0.45813685581284513,-0.114162044205575,DLS,True,Saliency_PTY'>
17,False,-0.45393999281454167,0.083230741537885,True,-0.29136596023558714,-0.06741606543106969,True,-0.31902063649348567,-0.2701440486798419,DLS,True,Saliency_PTY'>
18,False,-0.13329014145227344,0.30241318557382135,True,0.2241041754679082,-0.11189618568859794,True,0.05590377742876458,0.03247550802127823,DLS,True,Saliency_PTY'>
19,False,-0.40282337630648873,-0.020117172251898352,True,-0.31979200913485456,0.026590624032363504,True,-0.4160098341506977,0.16804743378296044,DLS,True,Saliency_PTY'>
