,monoton_uniform,monoton_corr_uniform,faithfulness_correlation_uniform,monoton_mean,monoton_corr_mean,faithfulness_correlation_mean,monoton_synthetic,monoton_corr_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,False,0.21488595438175268,-0.14829663162195508,True,0.26232893157262904,-0.17558329573605988,True,0.058439375750300115,-0.20819923497887774,FO,False,Saliency_PTY'>
1,False,0.3247539015606243,-0.11247134377089071,True,0.2572388955582233,0.1236408976343174,True,0.28268907563025214,-0.21140637895643424,FO,False,Saliency_PTY'>
2,False,0.4027370948379352,0.06582309069898151,True,0.43759903961584634,-0.13543694585759075,True,0.4186415041183661,0.05930958753247262,FO,False,Saliency_PTY'>
3,False,0.3628811524609844,0.1869483544331027,True,0.19929817736543165,0.21404428352645335,True,0.16230633557996743,-0.1518460204258758,FO,False,Saliency_PTY'>
4,False,0.2023049219687875,-0.2453531167893932,True,0.07303721488595438,-0.06497363463207957,True,0.17998031170401882,-0.18533022109608413,FO,False,Saliency_PTY'>
5,False,0.36653061224489797,0.2182809174924683,True,0.22074429771908766,-0.012913240114832383,True,0.36377170118630137,-0.029289344522163818,FO,False,Saliency_PTY'>
6,False,0.2179591836734694,-0.0881550914191021,True,0.23159663865546215,-0.13677366414313044,True,-0.04326530612244897,0.09521544777091313,FO,False,Saliency_PTY'>
7,False,0.2227611044417767,-0.16662644352300945,True,0.06573829531812725,-0.05022408054864033,True,0.2588715486194478,0.05424276711480304,FO,False,Saliency_PTY'>
8,False,0.011860744297719087,0.13987982065496377,True,-0.0561344537815126,0.19677872720031805,True,0.06352941176470588,-0.07270026183197548,FO,False,Saliency_PTY'>
9,False,0.3798799519807923,-0.014725948507712154,True,0.2504201680672269,-0.18487507691510924,True,0.07831932773109243,-0.256690878231763,FO,False,Saliency_PTY'>
10,False,0.4167587034813925,-0.0730780297926013,True,0.3093814371815897,0.15174443455124756,True,0.23653435485342664,0.20263023384416226,FO,False,Saliency_PTY'>
11,False,,0.2662303566024343,True,,0.5813885440272075,True,,0.09677370081308204,FO,False,Saliency_PTY'>
12,False,0.14180072028811525,-0.044784646653827614,True,0.2558943577430972,-0.05912288718518339,True,-0.10252100840336134,0.029828913812668216,FO,False,Saliency_PTY'>
13,False,0.10645858343337333,0.006201416858087493,True,0.22036014405762305,-0.1399694131825843,True,-0.09320528211284512,-0.010577852840328167,FO,False,Saliency_PTY'>
14,False,0.28537815126050414,0.12138224485556282,True,0.18156062424969985,-0.06268636799142756,True,-0.05901560624249699,-0.12348336964800717,FO,False,Saliency_PTY'>
15,False,-0.013685474189675868,0.08072200507479999,True,0.11471788715486195,-0.13271297234706886,True,0.13661464585834332,0.02185856975943446,FO,False,Saliency_PTY'>
16,False,0.14178299903659164,-0.005097700018466455,True,0.09214671869540354,0.014459318239876708,True,-0.05756295350423518,0.06743677243724316,FO,False,Saliency_PTY'>
17,False,0.3909243697478992,-0.05403258974885955,True,0.2482112845138055,-0.1389573446747548,True,0.40830732292917166,-0.120505785402598,FO,False,Saliency_PTY'>
18,False,0.4777430972388956,-0.048186899330276214,True,0.3805522208883553,-0.00592117591049391,True,0.33032412965186075,0.18917065302705202,FO,False,Saliency_PTY'>
19,False,0.11884753901560624,-0.01583339943628982,True,0.10713085234093636,0.0573970977517162,True,-0.09925570228091235,-0.13465007313048338,FO,False,Saliency_PTY'>
